global_row,source,episode,run_id,task,failure,method,euclidean_first,combined_first,newly_detected
14734,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,334,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,7,True
14735,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,335,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,7,True
14737,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,337,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,19,True
14743,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,343,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,16,True
14745,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,345,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,22,True
14747,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,347,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,13,True
14748,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,348,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,22,True
14749,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,349,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,16,15,False
14750,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,350,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,14,True
14751,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,351,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,13,True
14756,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,356,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,29,28,False
14764,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,364,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,18,True
14765,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,365,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,7,True
14774,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,374,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,18,True
14784,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,384,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,17,True
14789,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,389,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,7,True
14791,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,391,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,19,True
14792,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,392,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,17,True
14793,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,393,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,14,13,False
14796,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,396,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,17,True
14797,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,397,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,18,True
14798,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,398,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,20,True
14799,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8-20260903,399,right-50x8-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,20,True
14817,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,17,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,16,True
14823,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,23,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,16,True
14824,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,24,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,16,True
14826,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,26,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,14,True
14828,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,28,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,14,True
14830,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,30,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,14,True
14833,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,33,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,33,15,False
14838,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,38,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,33,32,False
14842,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,42,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,7,True
14847,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,47,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,15,True
14848,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,48,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,7,True
14849,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,49,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,21,True
14850,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,50,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,7,True
14853,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,53,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,7,True
14854,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,54,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,7,True
14855,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,55,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,7,True
14858,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,58,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,42,41,False
14859,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,59,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,18,True
14881,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,81,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,50,24,False
14888,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,88,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,15,True
14889,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,89,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,16,15,False
14890,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,90,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,18,True
14892,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,92,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,16,15,False
14895,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,95,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,15,12,False
14906,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,106,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,25,21,False
14908,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,108,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,21,True
14909,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,109,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,26,25,False
14910,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,110,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,25,24,False
14911,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,111,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,20,True
14912,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,112,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,29,True
14913,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,113,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,28,27,False
14917,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,117,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,42,39,False
14928,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,128,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,22,True
14929,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,129,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,19,True
14930,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,130,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,18,True
14931,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,131,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,10,True
14934,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,134,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,7,True
14935,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,135,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,40,38,False
14938,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,138,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,36,35,False
14942,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,142,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,7,True
14944,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,144,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,19,True
14947,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,147,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,19,True
14961,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,161,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,28,23,False
14962,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,162,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,21,True
14965,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,165,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,-1,24,True
14966,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,166,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,False,cosine_neighbors_euclidean_score,-1,7,True
14967,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,167,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,-1,24,True
14968,cache_new/HiMoE-VLA/libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate/right-50x8b-20260903,168,right-50x8b-20260903,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,True,cosine_neighbors_euclidean_score,24,23,False
