fold,clusters,cluster,task,points
libero_object_full_0,64,51,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,2
libero_object_full_0,64,51,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,1
libero_object_full_0,64,51,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,16
libero_object_full_0,64,52,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,1
libero_object_full_0,64,52,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,11
libero_object_full_0,64,52,libero_object/pick_up_the_butter_and_place_it_in_the_basket,2
libero_object_full_0,64,52,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,5
libero_object_full_0,64,52,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,8
libero_object_full_0,64,52,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,11
libero_object_full_0,64,53,libero_object/pick_up_the_butter_and_place_it_in_the_basket,9
libero_object_full_0,64,53,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,3
libero_object_full_0,64,53,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1
libero_object_full_0,64,53,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,14
libero_object_full_0,64,54,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,13
libero_object_full_0,64,54,libero_object/pick_up_the_butter_and_place_it_in_the_basket,14
libero_object_full_0,64,54,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,21
libero_object_full_0,64,54,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,2
libero_object_full_0,64,54,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,4
libero_object_full_0,64,55,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,1
libero_object_full_0,64,55,libero_object/pick_up_the_butter_and_place_it_in_the_basket,18
libero_object_full_0,64,55,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,15
libero_object_full_0,64,55,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,1
libero_object_full_0,64,55,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,1
libero_object_full_0,64,56,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,17
libero_object_full_0,64,56,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,5
libero_object_full_0,64,56,libero_object/pick_up_the_butter_and_place_it_in_the_basket,21
libero_object_full_0,64,56,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,4
libero_object_full_0,64,56,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,23
libero_object_full_0,64,56,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,18
libero_object_full_0,64,57,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,9
libero_object_full_0,64,57,libero_object/pick_up_the_butter_and_place_it_in_the_basket,6
libero_object_full_0,64,57,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,29
libero_object_full_0,64,57,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,6
libero_object_full_0,64,57,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,9
libero_object_full_0,64,58,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,1
libero_object_full_0,64,58,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,10
libero_object_full_0,64,58,libero_object/pick_up_the_butter_and_place_it_in_the_basket,9
libero_object_full_0,64,58,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,2
libero_object_full_0,64,58,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,13
libero_object_full_0,64,58,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,11
libero_object_full_0,64,59,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,9
libero_object_full_0,64,59,libero_object/pick_up_the_butter_and_place_it_in_the_basket,3
libero_object_full_0,64,59,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,1
libero_object_full_0,64,59,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,3
libero_object_full_0,64,59,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,17
libero_object_full_0,64,60,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,22
libero_object_full_0,64,60,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,24
libero_object_full_0,64,60,libero_object/pick_up_the_butter_and_place_it_in_the_basket,9
libero_object_full_0,64,60,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,18
libero_object_full_0,64,60,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,24
libero_object_full_0,64,60,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,6
libero_object_full_0,64,61,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,5
libero_object_full_0,64,61,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,28
libero_object_full_0,64,61,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,6
libero_object_full_0,64,61,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,4
libero_object_full_0,64,62,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,6
libero_object_full_0,64,62,libero_object/pick_up_the_butter_and_place_it_in_the_basket,17
libero_object_full_0,64,62,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,40
libero_object_full_0,64,62,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,2
libero_object_full_0,64,62,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,2
libero_object_full_0,64,63,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,8
libero_object_full_0,64,63,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,2
libero_object_full_0,64,63,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,2
libero_object_full_0,64,63,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,19
libero_object_full_1,1,0,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,619
libero_object_full_1,1,0,libero_object/pick_up_the_butter_and_place_it_in_the_basket,648
libero_object_full_1,1,0,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,684
libero_object_full_1,1,0,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,518
libero_object_full_1,1,0,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,631
libero_object_full_1,1,0,libero_object/pick_up_the_milk_and_place_it_in_the_basket,552
libero_object_full_1,1,0,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,444
libero_object_full_1,2,0,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,374
libero_object_full_1,2,0,libero_object/pick_up_the_butter_and_place_it_in_the_basket,375
libero_object_full_1,2,0,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,360
libero_object_full_1,2,0,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,60
libero_object_full_1,2,0,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,333
libero_object_full_1,2,0,libero_object/pick_up_the_milk_and_place_it_in_the_basket,347
libero_object_full_1,2,0,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,201
libero_object_full_1,2,1,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,245
libero_object_full_1,2,1,libero_object/pick_up_the_butter_and_place_it_in_the_basket,273
libero_object_full_1,2,1,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,324
libero_object_full_1,2,1,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,458
libero_object_full_1,2,1,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,298
libero_object_full_1,2,1,libero_object/pick_up_the_milk_and_place_it_in_the_basket,205
libero_object_full_1,2,1,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,243
libero_object_full_1,4,0,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,118
libero_object_full_1,4,0,libero_object/pick_up_the_butter_and_place_it_in_the_basket,220
libero_object_full_1,4,0,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,225
libero_object_full_1,4,0,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,2
libero_object_full_1,4,0,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,173
libero_object_full_1,4,0,libero_object/pick_up_the_milk_and_place_it_in_the_basket,206
libero_object_full_1,4,0,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,27
libero_object_full_1,4,1,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,162
libero_object_full_1,4,1,libero_object/pick_up_the_butter_and_place_it_in_the_basket,146
libero_object_full_1,4,1,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,152
libero_object_full_1,4,1,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,218
libero_object_full_1,4,1,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,160
libero_object_full_1,4,1,libero_object/pick_up_the_milk_and_place_it_in_the_basket,147
libero_object_full_1,4,1,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,209
libero_object_full_1,4,2,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,177
libero_object_full_1,4,2,libero_object/pick_up_the_butter_and_place_it_in_the_basket,95
libero_object_full_1,4,2,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,82
libero_object_full_1,4,2,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,13
libero_object_full_1,4,2,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,95
libero_object_full_1,4,2,libero_object/pick_up_the_milk_and_place_it_in_the_basket,68
libero_object_full_1,4,2,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,71
libero_object_full_1,4,3,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,162
libero_object_full_1,4,3,libero_object/pick_up_the_butter_and_place_it_in_the_basket,187
libero_object_full_1,4,3,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,225
libero_object_full_1,4,3,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,285
libero_object_full_1,4,3,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,203
libero_object_full_1,4,3,libero_object/pick_up_the_milk_and_place_it_in_the_basket,131
libero_object_full_1,4,3,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,137
libero_object_full_1,8,0,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,83
libero_object_full_1,8,0,libero_object/pick_up_the_butter_and_place_it_in_the_basket,102
libero_object_full_1,8,0,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,114
libero_object_full_1,8,0,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,157
libero_object_full_1,8,0,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,104
libero_object_full_1,8,0,libero_object/pick_up_the_milk_and_place_it_in_the_basket,69
libero_object_full_1,8,0,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,103
libero_object_full_1,8,1,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,80
libero_object_full_1,8,1,libero_object/pick_up_the_butter_and_place_it_in_the_basket,91
libero_object_full_1,8,1,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,116
libero_object_full_1,8,1,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,107
libero_object_full_1,8,1,libero_object/pick_up_the_milk_and_place_it_in_the_basket,112
libero_object_full_1,8,1,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,28
libero_object_full_1,8,2,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,131
libero_object_full_1,8,2,libero_object/pick_up_the_butter_and_place_it_in_the_basket,73
libero_object_full_1,8,2,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,51
libero_object_full_1,8,2,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,2
libero_object_full_1,8,2,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,66
libero_object_full_1,8,2,libero_object/pick_up_the_milk_and_place_it_in_the_basket,44
libero_object_full_1,8,2,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,14
libero_object_full_1,8,3,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,73
libero_object_full_1,8,3,libero_object/pick_up_the_butter_and_place_it_in_the_basket,73
libero_object_full_1,8,3,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,89
libero_object_full_1,8,3,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,147
libero_object_full_1,8,3,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,83
libero_object_full_1,8,3,libero_object/pick_up_the_milk_and_place_it_in_the_basket,73
libero_object_full_1,8,3,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,99
libero_object_full_1,8,4,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,22
libero_object_full_1,8,4,libero_object/pick_up_the_butter_and_place_it_in_the_basket,101
libero_object_full_1,8,4,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,98
libero_object_full_1,8,4,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,49
libero_object_full_1,8,4,libero_object/pick_up_the_milk_and_place_it_in_the_basket,85
libero_object_full_1,8,4,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,2
libero_object_full_1,8,5,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,74
libero_object_full_1,8,5,libero_object/pick_up_the_butter_and_place_it_in_the_basket,83
libero_object_full_1,8,5,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,106
libero_object_full_1,8,5,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,124
libero_object_full_1,8,5,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,98
libero_object_full_1,8,5,libero_object/pick_up_the_milk_and_place_it_in_the_basket,57
libero_object_full_1,8,5,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,30
libero_object_full_1,8,6,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,107
libero_object_full_1,8,6,libero_object/pick_up_the_butter_and_place_it_in_the_basket,85
libero_object_full_1,8,6,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,68
libero_object_full_1,8,6,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,58
libero_object_full_1,8,6,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,89
libero_object_full_1,8,6,libero_object/pick_up_the_milk_and_place_it_in_the_basket,79
libero_object_full_1,8,6,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,109
libero_object_full_1,8,7,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,49
libero_object_full_1,8,7,libero_object/pick_up_the_butter_and_place_it_in_the_basket,40
libero_object_full_1,8,7,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,42
libero_object_full_1,8,7,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,30
libero_object_full_1,8,7,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,35
libero_object_full_1,8,7,libero_object/pick_up_the_milk_and_place_it_in_the_basket,33
libero_object_full_1,8,7,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,59
libero_object_full_1,16,0,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,61
libero_object_full_1,16,0,libero_object/pick_up_the_butter_and_place_it_in_the_basket,52
libero_object_full_1,16,0,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,38
libero_object_full_1,16,0,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,1
libero_object_full_1,16,0,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,58
libero_object_full_1,16,0,libero_object/pick_up_the_milk_and_place_it_in_the_basket,40
libero_object_full_1,16,0,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,8
libero_object_full_1,16,1,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,12
libero_object_full_1,16,1,libero_object/pick_up_the_butter_and_place_it_in_the_basket,8
libero_object_full_1,16,1,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,21
libero_object_full_1,16,1,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,38
libero_object_full_1,16,1,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,20
libero_object_full_1,16,1,libero_object/pick_up_the_milk_and_place_it_in_the_basket,18
libero_object_full_1,16,1,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,7
libero_object_full_1,16,2,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,37
libero_object_full_1,16,2,libero_object/pick_up_the_butter_and_place_it_in_the_basket,25
libero_object_full_1,16,2,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,44
libero_object_full_1,16,2,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,50
libero_object_full_1,16,2,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,34
libero_object_full_1,16,2,libero_object/pick_up_the_milk_and_place_it_in_the_basket,34
libero_object_full_1,16,2,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,47
libero_object_full_1,16,3,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,28
libero_object_full_1,16,3,libero_object/pick_up_the_butter_and_place_it_in_the_basket,42
libero_object_full_1,16,3,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,74
libero_object_full_1,16,3,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,61
libero_object_full_1,16,3,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,44
libero_object_full_1,16,3,libero_object/pick_up_the_milk_and_place_it_in_the_basket,22
libero_object_full_1,16,3,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,26
libero_object_full_1,16,4,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,49
libero_object_full_1,16,4,libero_object/pick_up_the_butter_and_place_it_in_the_basket,15
libero_object_full_1,16,4,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,20
libero_object_full_1,16,4,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,5
libero_object_full_1,16,4,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,44
libero_object_full_1,16,4,libero_object/pick_up_the_milk_and_place_it_in_the_basket,40
libero_object_full_1,16,4,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,70
libero_object_full_1,16,5,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,20
libero_object_full_1,16,5,libero_object/pick_up_the_butter_and_place_it_in_the_basket,43
libero_object_full_1,16,5,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,82
libero_object_full_1,16,5,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,45
libero_object_full_1,16,5,libero_object/pick_up_the_milk_and_place_it_in_the_basket,51
libero_object_full_1,16,6,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,28
libero_object_full_1,16,6,libero_object/pick_up_the_butter_and_place_it_in_the_basket,63
libero_object_full_1,16,6,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,61
libero_object_full_1,16,6,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,2
libero_object_full_1,16,6,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,31
libero_object_full_1,16,6,libero_object/pick_up_the_milk_and_place_it_in_the_basket,51
libero_object_full_1,16,6,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,17
libero_object_full_1,16,7,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,27
libero_object_full_1,16,7,libero_object/pick_up_the_butter_and_place_it_in_the_basket,23
libero_object_full_1,16,7,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,23
libero_object_full_1,16,7,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,27
libero_object_full_1,16,7,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,21
libero_object_full_1,16,7,libero_object/pick_up_the_milk_and_place_it_in_the_basket,11
libero_object_full_1,16,7,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,29
libero_object_full_1,16,8,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,1
libero_object_full_1,16,8,libero_object/pick_up_the_butter_and_place_it_in_the_basket,55
libero_object_full_1,16,8,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,30
libero_object_full_1,16,8,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,11
libero_object_full_1,16,8,libero_object/pick_up_the_milk_and_place_it_in_the_basket,39
libero_object_full_1,16,8,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,1
libero_object_full_1,16,9,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,53
libero_object_full_1,16,9,libero_object/pick_up_the_butter_and_place_it_in_the_basket,32
libero_object_full_1,16,9,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,36
libero_object_full_1,16,9,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,51
libero_object_full_1,16,9,libero_object/pick_up_the_milk_and_place_it_in_the_basket,47
libero_object_full_1,16,9,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,16
libero_object_full_1,16,10,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,49
libero_object_full_1,16,10,libero_object/pick_up_the_butter_and_place_it_in_the_basket,49
libero_object_full_1,16,10,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,44
libero_object_full_1,16,10,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,60
libero_object_full_1,16,10,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,64
libero_object_full_1,16,10,libero_object/pick_up_the_milk_and_place_it_in_the_basket,39
libero_object_full_1,16,10,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,46
libero_object_full_1,16,11,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,96
libero_object_full_1,16,11,libero_object/pick_up_the_butter_and_place_it_in_the_basket,47
libero_object_full_1,16,11,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,42
libero_object_full_1,16,11,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,1
libero_object_full_1,16,11,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,39
libero_object_full_1,16,11,libero_object/pick_up_the_milk_and_place_it_in_the_basket,23
libero_object_full_1,16,11,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,9
libero_object_full_1,16,12,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,50
libero_object_full_1,16,12,libero_object/pick_up_the_butter_and_place_it_in_the_basket,57
libero_object_full_1,16,12,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,33
libero_object_full_1,16,12,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,47
libero_object_full_1,16,12,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,42
libero_object_full_1,16,12,libero_object/pick_up_the_milk_and_place_it_in_the_basket,43
libero_object_full_1,16,12,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,47
libero_object_full_1,16,13,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,22
libero_object_full_1,16,13,libero_object/pick_up_the_butter_and_place_it_in_the_basket,19
libero_object_full_1,16,13,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,27
libero_object_full_1,16,13,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,86
libero_object_full_1,16,13,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,24
libero_object_full_1,16,13,libero_object/pick_up_the_milk_and_place_it_in_the_basket,25
libero_object_full_1,16,13,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,52
libero_object_full_1,16,14,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,54
libero_object_full_1,16,14,libero_object/pick_up_the_butter_and_place_it_in_the_basket,72
libero_object_full_1,16,14,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,64
libero_object_full_1,16,14,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,78
libero_object_full_1,16,14,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,63
libero_object_full_1,16,14,libero_object/pick_up_the_milk_and_place_it_in_the_basket,35
libero_object_full_1,16,14,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,32
libero_object_full_1,16,15,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,32
libero_object_full_1,16,15,libero_object/pick_up_the_butter_and_place_it_in_the_basket,46
libero_object_full_1,16,15,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,45
libero_object_full_1,16,15,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,62
libero_object_full_1,16,15,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,40
libero_object_full_1,16,15,libero_object/pick_up_the_milk_and_place_it_in_the_basket,34
libero_object_full_1,16,15,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,37
libero_object_full_1,32,0,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,53
libero_object_full_1,32,0,libero_object/pick_up_the_butter_and_place_it_in_the_basket,18
libero_object_full_1,32,0,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,13
libero_object_full_1,32,0,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,1
libero_object_full_1,32,0,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,24
libero_object_full_1,32,0,libero_object/pick_up_the_milk_and_place_it_in_the_basket,5
libero_object_full_1,32,0,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,4
libero_object_full_1,32,1,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,16
libero_object_full_1,32,1,libero_object/pick_up_the_butter_and_place_it_in_the_basket,21
libero_object_full_1,32,1,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,10
libero_object_full_1,32,1,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,16
libero_object_full_1,32,1,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,32
libero_object_full_1,32,1,libero_object/pick_up_the_milk_and_place_it_in_the_basket,18
libero_object_full_1,32,1,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,30
libero_object_full_1,32,2,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,1
libero_object_full_1,32,2,libero_object/pick_up_the_butter_and_place_it_in_the_basket,22
libero_object_full_1,32,2,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,38
libero_object_full_1,32,2,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,9
libero_object_full_1,32,2,libero_object/pick_up_the_milk_and_place_it_in_the_basket,25
libero_object_full_1,32,3,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,19
libero_object_full_1,32,3,libero_object/pick_up_the_butter_and_place_it_in_the_basket,14
libero_object_full_1,32,3,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,4
libero_object_full_1,32,3,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,7
libero_object_full_1,32,3,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,23
libero_object_full_1,32,3,libero_object/pick_up_the_milk_and_place_it_in_the_basket,18
libero_object_full_1,32,3,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,41
libero_object_full_1,32,4,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,11
libero_object_full_1,32,4,libero_object/pick_up_the_butter_and_place_it_in_the_basket,21
