global_row,task,init_state_id,episode,source,score,peak_query,descending_rank,method,fold
18640,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,30,240,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,0.9261407852172852,10,69,knn20,libero_object_full_1
21125,libero_object/pick_up_the_milk_and_place_it_in_the_basket,40,325,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,0.8560097217559814,12,70,knn20,libero_object_full_1
22589,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,23,189,cache_new/HiMoE-VLA/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket/right-50x8-20260903,6.615744113922119,14,1,norm_only,libero_object_full_1
17901,libero_object/pick_up_the_butter_and_place_it_in_the_basket,37,301,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,5.692923545837402,13,2,norm_only,libero_object_full_1
17677,libero_object/pick_up_the_butter_and_place_it_in_the_basket,9,77,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,5.6797566413879395,13,3,norm_only,libero_object_full_1
17846,libero_object/pick_up_the_butter_and_place_it_in_the_basket,30,246,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,5.270398139953613,12,4,norm_only,libero_object_full_1
20327,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,40,327,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,5.206212043762207,11,5,norm_only,libero_object_full_1
20824,libero_object/pick_up_the_milk_and_place_it_in_the_basket,3,24,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,5.15108060836792,11,6,norm_only,libero_object_full_1
17766,libero_object/pick_up_the_butter_and_place_it_in_the_basket,20,166,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,5.132904052734375,12,7,norm_only,libero_object_full_1
18478,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,9,78,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,5.075595855712891,12,8,norm_only,libero_object_full_1
17984,libero_object/pick_up_the_butter_and_place_it_in_the_basket,48,384,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,4.970894813537598,12,9,norm_only,libero_object_full_1
18564,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,20,164,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.880649566650391,12,10,norm_only,libero_object_full_1
20389,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,48,389,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,4.8722357749938965,12,11,norm_only,libero_object_full_1
20991,libero_object/pick_up_the_milk_and_place_it_in_the_basket,23,191,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,4.87135124206543,11,12,norm_only,libero_object_full_1
18487,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,10,87,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.869365215301514,12,13,norm_only,libero_object_full_1
16165,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,20,165,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,4.848446846008301,12,14,norm_only,libero_object_full_1
20190,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,23,190,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,4.837456703186035,12,15,norm_only,libero_object_full_1
18646,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,30,246,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.8329691886901855,12,16,norm_only,libero_object_full_1
18698,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,37,298,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.710747718811035,13,17,norm_only,libero_object_full_1
17791,libero_object/pick_up_the_butter_and_place_it_in_the_basket,23,191,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,4.705275535583496,12,18,norm_only,libero_object_full_1
21101,libero_object/pick_up_the_milk_and_place_it_in_the_basket,37,301,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,4.698280334472656,12,19,norm_only,libero_object_full_1
17625,libero_object/pick_up_the_butter_and_place_it_in_the_basket,3,25,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,4.6461873054504395,13,20,norm_only,libero_object_full_1
18431,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,3,31,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.555575847625732,12,21,norm_only,libero_object_full_1
16077,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,9,77,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,4.495850086212158,12,22,norm_only,libero_object_full_1
21046,libero_object/pick_up_the_milk_and_place_it_in_the_basket,30,246,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,4.343785285949707,11,23,norm_only,libero_object_full_1
20087,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,10,87,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,4.317042350769043,8,24,norm_only,libero_object_full_1
18724,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,40,324,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.310201168060303,15,25,norm_only,libero_object_full_1
16297,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,37,297,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,4.250133514404297,14,26,norm_only,libero_object_full_1
20879,libero_object/pick_up_the_milk_and_place_it_in_the_basket,9,79,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,4.228090763092041,11,27,norm_only,libero_object_full_1
19284,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,10,84,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,4.175036430358887,8,28,norm_only,libero_object_full_1
16390,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,48,390,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,4.15478515625,12,29,norm_only,libero_object_full_1
16243,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,30,243,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,4.152373790740967,7,30,norm_only,libero_object_full_1
18799,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,49,399,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.096667289733887,12,31,norm_only,libero_object_full_1
16399,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,49,399,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,4.082092761993408,12,32,norm_only,libero_object_full_1
20884,libero_object/pick_up_the_milk_and_place_it_in_the_basket,10,84,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,4.0368547439575195,12,33,norm_only,libero_object_full_1
17922,libero_object/pick_up_the_butter_and_place_it_in_the_basket,40,322,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,4.020302772521973,7,34,norm_only,libero_object_full_1
19224,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,3,24,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,4.0152363777160645,8,35,norm_only,libero_object_full_1
18784,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,48,384,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,3.9588239192962646,12,36,norm_only,libero_object_full_1
19596,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,49,396,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,3.9038281440734863,7,37,norm_only,libero_object_full_1
21184,libero_object/pick_up_the_milk_and_place_it_in_the_basket,48,384,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,3.8127505779266357,12,38,norm_only,libero_object_full_1
20028,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,3,28,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,3.799884557723999,8,39,norm_only,libero_object_full_1
20301,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,37,301,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,3.7868876457214355,13,40,norm_only,libero_object_full_1
17993,libero_object/pick_up_the_butter_and_place_it_in_the_basket,49,393,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,3.7830896377563477,12,41,norm_only,libero_object_full_1
19272,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,9,72,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,3.733726739883423,8,42,norm_only,libero_object_full_1
20079,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,9,79,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,3.6949687004089355,8,43,norm_only,libero_object_full_1
22476,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,9,76,cache_new/HiMoE-VLA/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket/right-50x8-20260903,3.67897367477417,14,44,norm_only,libero_object_full_1
20245,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,30,245,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,3.6738743782043457,12,45,norm_only,libero_object_full_1
17687,libero_object/pick_up_the_butter_and_place_it_in_the_basket,10,87,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,3.656257390975952,8,46,norm_only,libero_object_full_1
19585,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,48,385,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,3.6160502433776855,8,47,norm_only,libero_object_full_1
22564,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,20,164,cache_new/HiMoE-VLA/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket/right-50x8-20260903,3.5609583854675293,15,48,norm_only,libero_object_full_1
18585,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,23,185,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,3.5560450553894043,7,49,norm_only,libero_object_full_1
20399,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,49,399,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,3.5239295959472656,12,50,norm_only,libero_object_full_1
16082,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,10,82,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,3.4250681400299072,7,51,norm_only,libero_object_full_1
21197,libero_object/pick_up_the_milk_and_place_it_in_the_basket,49,397,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,3.413377523422241,7,52,norm_only,libero_object_full_1
20960,libero_object/pick_up_the_milk_and_place_it_in_the_basket,20,160,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,3.412710666656494,7,53,norm_only,libero_object_full_1
16028,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,3,28,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,3.3930728435516357,12,54,norm_only,libero_object_full_1
20164,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,20,164,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,3.3608314990997314,7,55,norm_only,libero_object_full_1
19440,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,30,240,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,3.352144956588745,16,56,norm_only,libero_object_full_1
21127,libero_object/pick_up_the_milk_and_place_it_in_the_basket,40,327,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,3.3107802867889404,12,57,norm_only,libero_object_full_1
16326,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,40,326,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,3.260230541229248,11,58,norm_only,libero_object_full_1
19387,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,23,187,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,3.2461514472961426,7,59,norm_only,libero_object_full_1
19363,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,20,163,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,3.2191598415374756,7,60,norm_only,libero_object_full_1
19496,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,37,296,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,3.1818206310272217,7,61,norm_only,libero_object_full_1
19520,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,40,320,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,3.076542854309082,7,62,norm_only,libero_object_full_1
16187,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,23,187,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,2.989257335662842,7,63,norm_only,libero_object_full_1
22788,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,48,388,cache_new/HiMoE-VLA/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket/right-50x8-20260903,2.8813841342926025,7,64,norm_only,libero_object_full_1
22482,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,10,82,cache_new/HiMoE-VLA/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket/right-50x8-20260903,2.8064513206481934,7,65,norm_only,libero_object_full_1
22425,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,3,25,cache_new/HiMoE-VLA/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket/right-50x8-20260903,2.7920749187469482,11,66,norm_only,libero_object_full_1
22720,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,40,320,cache_new/HiMoE-VLA/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket/right-50x8-20260903,2.7734134197235107,7,67,norm_only,libero_object_full_1
22701,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,37,301,cache_new/HiMoE-VLA/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket/right-50x8-20260903,2.624077081680298,7,68,norm_only,libero_object_full_1
22798,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,49,398,cache_new/HiMoE-VLA/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket/right-50x8-20260903,2.6195521354675293,12,69,norm_only,libero_object_full_1
22643,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,30,243,cache_new/HiMoE-VLA/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket/right-50x8-20260903,2.118157386779785,11,70,norm_only,libero_object_full_1
22589,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,23,189,cache_new/HiMoE-VLA/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket/right-50x8-20260903,6.719184398651123,14,1,c1_centroid_distance,libero_object_full_1
17901,libero_object/pick_up_the_butter_and_place_it_in_the_basket,37,301,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,5.580494403839111,13,2,c1_centroid_distance,libero_object_full_1
17677,libero_object/pick_up_the_butter_and_place_it_in_the_basket,9,77,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,5.577881813049316,13,3,c1_centroid_distance,libero_object_full_1
17846,libero_object/pick_up_the_butter_and_place_it_in_the_basket,30,246,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,5.167845249176025,12,4,c1_centroid_distance,libero_object_full_1
20327,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,40,327,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,5.096004486083984,11,5,c1_centroid_distance,libero_object_full_1
17766,libero_object/pick_up_the_butter_and_place_it_in_the_basket,20,166,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,5.036612510681152,12,6,c1_centroid_distance,libero_object_full_1
20824,libero_object/pick_up_the_milk_and_place_it_in_the_basket,3,24,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,5.035430908203125,11,7,c1_centroid_distance,libero_object_full_1
18478,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,9,78,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.973361492156982,12,8,c1_centroid_distance,libero_object_full_1
17984,libero_object/pick_up_the_butter_and_place_it_in_the_basket,48,384,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,4.889251232147217,12,9,c1_centroid_distance,libero_object_full_1
20390,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,48,390,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,4.770285129547119,12,10,c1_centroid_distance,libero_object_full_1
18564,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,20,164,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.7678022384643555,12,11,c1_centroid_distance,libero_object_full_1
20991,libero_object/pick_up_the_milk_and_place_it_in_the_basket,23,191,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,4.763589382171631,11,12,c1_centroid_distance,libero_object_full_1
18487,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,10,87,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.763322830200195,12,13,c1_centroid_distance,libero_object_full_1
18646,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,30,246,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.733988285064697,12,14,c1_centroid_distance,libero_object_full_1
16165,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,20,165,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,4.728626251220703,12,15,c1_centroid_distance,libero_object_full_1
20190,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,23,190,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,4.7270283699035645,12,16,c1_centroid_distance,libero_object_full_1
18698,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,37,298,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.607459545135498,13,17,c1_centroid_distance,libero_object_full_1
17791,libero_object/pick_up_the_butter_and_place_it_in_the_basket,23,191,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,4.602278709411621,12,18,c1_centroid_distance,libero_object_full_1
21101,libero_object/pick_up_the_milk_and_place_it_in_the_basket,37,301,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,4.5796403884887695,12,19,c1_centroid_distance,libero_object_full_1
17625,libero_object/pick_up_the_butter_and_place_it_in_the_basket,3,25,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,4.54874849319458,13,20,c1_centroid_distance,libero_object_full_1
18431,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,3,31,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.460049629211426,12,21,c1_centroid_distance,libero_object_full_1
20082,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,10,82,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,4.415131092071533,8,22,c1_centroid_distance,libero_object_full_1
18724,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,40,324,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,4.378842830657959,15,23,c1_centroid_distance,libero_object_full_1
16077,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,9,77,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,4.372150897979736,12,24,c1_centroid_distance,libero_object_full_1
19284,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,10,84,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,4.26225471496582,8,25,c1_centroid_distance,libero_object_full_1
16297,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,37,297,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,4.241372108459473,14,26,c1_centroid_distance,libero_object_full_1
21046,libero_object/pick_up_the_milk_and_place_it_in_the_basket,30,246,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,4.230462551116943,11,27,c1_centroid_distance,libero_object_full_1
16243,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,30,243,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,4.2137532234191895,7,28,c1_centroid_distance,libero_object_full_1
20879,libero_object/pick_up_the_milk_and_place_it_in_the_basket,9,79,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,4.110037803649902,11,29,c1_centroid_distance,libero_object_full_1
17922,libero_object/pick_up_the_butter_and_place_it_in_the_basket,40,322,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,4.107161521911621,8,30,c1_centroid_distance,libero_object_full_1
19224,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,3,24,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,4.101914882659912,8,31,c1_centroid_distance,libero_object_full_1
16390,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,48,390,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,4.024877071380615,12,32,c1_centroid_distance,libero_object_full_1
18799,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,49,399,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,3.99578595161438,12,33,c1_centroid_distance,libero_object_full_1
16399,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,49,399,cache_new/HiMoE-VLA/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket/right-50x8-20260903,3.9733633995056152,12,34,c1_centroid_distance,libero_object_full_1
19596,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,49,396,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,3.9705793857574463,7,35,c1_centroid_distance,libero_object_full_1
20884,libero_object/pick_up_the_milk_and_place_it_in_the_basket,10,84,cache_new/HiMoE-VLA/libero_object/pick_up_the_milk_and_place_it_in_the_basket/right-50x8-20260903,3.926593065261841,12,36,c1_centroid_distance,libero_object_full_1
20028,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,3,28,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,3.888674736022949,8,37,c1_centroid_distance,libero_object_full_1
18784,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,48,384,cache_new/HiMoE-VLA/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket/right-50x8-20260903,3.86521315574646,12,38,c1_centroid_distance,libero_object_full_1
19272,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,9,72,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,3.8419151306152344,8,39,c1_centroid_distance,libero_object_full_1
20079,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,9,79,cache_new/HiMoE-VLA/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket/right-50x8-20260903,3.7668306827545166,8,40,c1_centroid_distance,libero_object_full_1
17687,libero_object/pick_up_the_butter_and_place_it_in_the_basket,10,87,cache_new/HiMoE-VLA/libero_object/pick_up_the_butter_and_place_it_in_the_basket/right-50x8-20260903,3.739217758178711,8,41,c1_centroid_distance,libero_object_full_1
19585,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,48,385,cache_new/HiMoE-VLA/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket/right-50x8-20260903,3.7175304889678955,8,42,c1_centroid_distance,libero_object_full_1
