series,direction,quantile,rule,params,basis,d_fp0,d_tp4,d_fp4,d_tp12,d_tp16,conc12,gain12,top_task
set_outflow_back,high,0.995,hard,"{""confirm"": 2}",strat,16,0,14,0,0,0.0,0,-
set_outflow_back,high,0.995,hard,"{""confirm"": 3}",global,0,0,0,0,0,0.0,0,-
set_outflow_back,high,0.995,hard,"{""confirm"": 3}",strat,0,0,0,0,0,0.0,0,-
set_outflow_back,high,0.995,excursion,"{""m"": 2, ""k"": 3}",global,37,0,23,1,0,1.0,1,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_outflow_back,high,0.995,excursion,"{""m"": 2, ""k"": 3}",strat,18,0,15,0,0,0.0,0,-
set_outflow_back,high,0.995,excursion,"{""m"": 3, ""k"": 5}",global,2,0,0,0,0,0.0,0,-
set_outflow_back,high,0.995,excursion,"{""m"": 3, ""k"": 5}",strat,2,0,0,0,0,0.0,0,-
set_outflow_back,high,0.995,excursion,"{""m"": 4, ""k"": 6}",global,0,0,0,0,0,0.0,0,-
set_outflow_back,high,0.995,excursion,"{""m"": 4, ""k"": 6}",strat,0,0,0,0,0,0.0,0,-
set_outflow_back,low,0.9,hard,"{""confirm"": 1}",global,3923,141,3083,196,160,0.2755102040816326,196,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.9,hard,"{""confirm"": 1}",strat,7970,136,6410,232,198,0.21982758620689655,232,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.9,hard,"{""confirm"": 2}",global,1406,126,1158,136,105,0.39705882352941174,136,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.9,hard,"{""confirm"": 2}",strat,2449,99,1841,122,75,0.2786885245901639,122,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.9,hard,"{""confirm"": 3}",global,631,123,533,110,78,0.4909090909090909,110,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.9,hard,"{""confirm"": 3}",strat,690,78,497,64,26,0.328125,64,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.9,excursion,"{""m"": 2, ""k"": 3}",global,1693,128,1407,150,109,0.36,150,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.9,excursion,"{""m"": 2, ""k"": 3}",strat,3049,106,2343,143,83,0.24475524475524477,143,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.9,excursion,"{""m"": 3, ""k"": 5}",global,989,124,827,120,95,0.45,120,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.9,excursion,"{""m"": 3, ""k"": 5}",strat,1074,86,815,94,54,0.30851063829787234,94,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.9,excursion,"{""m"": 4, ""k"": 6}",global,591,121,433,102,68,0.5098039215686274,102,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.9,excursion,"{""m"": 4, ""k"": 6}",strat,377,71,280,56,21,0.375,56,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.95,hard,"{""confirm"": 1}",global,1413,129,1118,160,114,0.3375,160,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.95,hard,"{""confirm"": 1}",strat,4907,117,3821,179,131,0.22346368715083798,179,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.95,hard,"{""confirm"": 2}",global,457,115,363,107,66,0.4766355140186916,107,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.95,hard,"{""confirm"": 2}",strat,980,74,743,87,40,0.3448275862068966,87,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.95,hard,"{""confirm"": 3}",global,207,108,165,78,37,0.5769230769230769,78,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.95,hard,"{""confirm"": 3}",strat,234,51,174,42,16,0.3333333333333333,42,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.95,excursion,"{""m"": 2, ""k"": 3}",global,520,118,433,115,73,0.4608695652173913,115,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.95,excursion,"{""m"": 2, ""k"": 3}",strat,1200,79,935,97,45,0.35051546391752575,97,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.95,excursion,"{""m"": 3, ""k"": 5}",global,269,112,199,93,46,0.5376344086021505,93,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.95,excursion,"{""m"": 3, ""k"": 5}",strat,337,60,250,54,23,0.3888888888888889,54,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.95,excursion,"{""m"": 4, ""k"": 6}",global,141,103,86,63,22,0.5873015873015873,63,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.95,excursion,"{""m"": 4, ""k"": 6}",strat,112,37,72,26,7,0.38461538461538464,26,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.96,hard,"{""confirm"": 1}",global,871,122,671,139,87,0.381294964028777,139,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.96,hard,"{""confirm"": 1}",strat,4118,117,3191,174,121,0.22413793103448276,174,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.96,hard,"{""confirm"": 2}",global,291,108,228,89,48,0.5168539325842697,89,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.96,hard,"{""confirm"": 2}",strat,724,69,552,77,32,0.3246753246753247,77,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.96,hard,"{""confirm"": 3}",global,144,95,109,52,26,0.5384615384615384,52,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.96,hard,"{""confirm"": 3}",strat,157,46,123,35,12,0.2571428571428571,35,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.96,excursion,"{""m"": 2, ""k"": 3}",global,308,112,246,101,52,0.5148514851485149,101,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.96,excursion,"{""m"": 2, ""k"": 3}",strat,886,76,690,90,37,0.35555555555555557,90,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.96,excursion,"{""m"": 3, ""k"": 5}",global,159,102,121,65,28,0.5230769230769231,65,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.96,excursion,"{""m"": 3, ""k"": 5}",strat,225,53,170,45,17,0.28888888888888886,45,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.96,excursion,"{""m"": 4, ""k"": 6}",global,100,82,54,36,18,0.5555555555555556,36,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.96,excursion,"{""m"": 4, ""k"": 6}",strat,74,27,46,20,6,0.3,20,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.98,hard,"{""confirm"": 1}",global,272,95,177,64,32,0.3125,64,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.98,hard,"{""confirm"": 1}",strat,2299,96,1719,133,76,0.24060150375939848,133,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.98,hard,"{""confirm"": 2}",global,101,80,74,30,15,0.23333333333333334,30,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.98,hard,"{""confirm"": 2}",strat,288,46,222,46,14,0.30434782608695654,46,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.98,hard,"{""confirm"": 3}",global,48,59,30,21,8,0.2857142857142857,21,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.98,hard,"{""confirm"": 3}",strat,61,22,45,19,8,0.21052631578947367,19,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.98,excursion,"{""m"": 2, ""k"": 3}",global,109,81,78,30,15,0.23333333333333334,30,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.98,excursion,"{""m"": 2, ""k"": 3}",strat,330,54,258,55,18,0.38181818181818183,55,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.98,excursion,"{""m"": 3, ""k"": 5}",global,59,67,36,21,8,0.2857142857142857,21,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.98,excursion,"{""m"": 3, ""k"": 5}",strat,83,27,60,23,8,0.21739130434782608,23,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.98,excursion,"{""m"": 4, ""k"": 6}",global,27,45,12,8,5,0.25,8,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_outflow_back,low,0.98,excursion,"{""m"": 4, ""k"": 6}",strat,24,11,14,10,4,0.2,10,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_outflow_back,low,0.99,hard,"{""confirm"": 1}",global,120,74,68,27,9,0.2222222222222222,27,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.99,hard,"{""confirm"": 1}",strat,1203,76,908,90,42,0.28888888888888886,90,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.99,hard,"{""confirm"": 2}",global,33,57,28,17,2,0.35294117647058826,17,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.99,hard,"{""confirm"": 2}",strat,118,32,95,30,9,0.23333333333333334,30,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.99,hard,"{""confirm"": 3}",global,12,30,8,11,1,0.5454545454545454,11,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.99,hard,"{""confirm"": 3}",strat,30,14,22,13,5,0.23076923076923078,13,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.99,excursion,"{""m"": 2, ""k"": 3}",global,35,60,29,17,3,0.35294117647058826,17,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.99,excursion,"{""m"": 2, ""k"": 3}",strat,128,36,104,34,9,0.3235294117647059,34,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.99,excursion,"{""m"": 3, ""k"": 5}",global,13,41,9,12,1,0.5,12,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.99,excursion,"{""m"": 3, ""k"": 5}",strat,33,15,24,14,5,0.21428571428571427,14,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.99,excursion,"{""m"": 4, ""k"": 6}",global,4,17,1,3,1,0.6666666666666666,3,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_outflow_back,low,0.99,excursion,"{""m"": 4, ""k"": 6}",strat,9,3,5,2,0,0.5,2,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_outflow_back,low,0.995,hard,"{""confirm"": 1}",global,51,60,27,18,1,0.3333333333333333,18,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.995,hard,"{""confirm"": 1}",strat,621,64,470,56,26,0.26785714285714285,56,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.995,hard,"{""confirm"": 2}",global,9,34,6,9,1,0.4444444444444444,9,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.995,hard,"{""confirm"": 2}",strat,55,19,46,15,6,0.2,15,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_outflow_back,low,0.995,hard,"{""confirm"": 3}",global,3,17,1,5,1,0.6,5,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.995,hard,"{""confirm"": 3}",strat,11,9,9,5,3,0.4,5,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.995,excursion,"{""m"": 2, ""k"": 3}",global,9,35,6,9,1,0.4444444444444444,9,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.995,excursion,"{""m"": 2, ""k"": 3}",strat,57,20,48,17,6,0.29411764705882354,17,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.995,excursion,"{""m"": 3, ""k"": 5}",global,3,19,1,5,1,0.6,5,pick_up_the_milk_and_place_it_in_the_basket
set_outflow_back,low,0.995,excursion,"{""m"": 3, ""k"": 5}",strat,13,9,11,5,3,0.4,5,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_outflow_back,low,0.995,excursion,"{""m"": 4, ""k"": 6}",global,1,8,0,1,0,1.0,1,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_outflow_back,low,0.995,excursion,"{""m"": 4, ""k"": 6}",strat,4,2,3,0,0,0.0,0,-
set_jacc_adj_all,high,0.9,hard,"{""confirm"": 1}",global,4404,130,3819,151,122,0.3576158940397351,151,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.9,hard,"{""confirm"": 1}",strat,8349,122,6615,197,161,0.25380710659898476,197,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.9,hard,"{""confirm"": 2}",global,1357,124,1235,108,86,0.5,108,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.9,hard,"{""confirm"": 2}",strat,3131,91,2367,107,55,0.2897196261682243,107,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.9,hard,"{""confirm"": 3}",global,667,114,586,84,73,0.6309523809523809,84,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.9,hard,"{""confirm"": 3}",strat,766,67,483,48,17,0.4375,48,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.9,excursion,"{""m"": 2, ""k"": 3}",global,1572,124,1437,114,88,0.47368421052631576,114,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.9,excursion,"{""m"": 2, ""k"": 3}",strat,3581,92,2752,115,62,0.2956521739130435,115,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.9,excursion,"{""m"": 3, ""k"": 5}",global,836,122,740,85,82,0.6352941176470588,85,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.9,excursion,"{""m"": 3, ""k"": 5}",strat,1046,77,688,69,34,0.37681159420289856,69,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.9,excursion,"{""m"": 4, ""k"": 6}",global,615,103,448,74,64,0.7297297297297297,74,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.9,excursion,"{""m"": 4, ""k"": 6}",strat,289,55,198,32,14,0.40625,32,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.95,hard,"{""confirm"": 1}",global,1492,127,1263,108,97,0.5,108,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.95,hard,"{""confirm"": 1}",strat,5214,108,4135,154,106,0.2922077922077922,154,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.95,hard,"{""confirm"": 2}",global,510,112,422,86,71,0.6046511627906976,86,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.95,hard,"{""confirm"": 2}",strat,1195,70,911,75,31,0.3333333333333333,75,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.95,hard,"{""confirm"": 3}",global,238,88,181,52,31,0.5384615384615384,52,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.95,hard,"{""confirm"": 3}",strat,241,45,150,31,9,0.41935483870967744,31,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.95,excursion,"{""m"": 2, ""k"": 3}",global,574,117,484,87,73,0.6091954022988506,87,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.95,excursion,"{""m"": 2, ""k"": 3}",strat,1372,74,1060,82,34,0.36585365853658536,82,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.95,excursion,"{""m"": 3, ""k"": 5}",global,345,99,220,71,41,0.6338028169014085,71,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.95,excursion,"{""m"": 3, ""k"": 5}",strat,323,51,204,36,16,0.3611111111111111,36,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.95,excursion,"{""m"": 4, ""k"": 6}",global,180,68,98,34,19,0.6764705882352942,34,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.95,excursion,"{""m"": 4, ""k"": 6}",strat,80,22,62,8,3,0.375,8,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.96,hard,"{""confirm"": 1}",global,987,126,824,98,86,0.5510204081632653,98,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.96,hard,"{""confirm"": 1}",strat,4371,100,3481,137,88,0.30656934306569344,137,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.96,hard,"{""confirm"": 2}",global,325,103,262,70,48,0.5571428571428572,70,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.96,hard,"{""confirm"": 2}",strat,870,61,670,65,25,0.3384615384615385,65,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.96,hard,"{""confirm"": 3}",global,150,68,111,36,22,0.4166666666666667,36,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.96,hard,"{""confirm"": 3}",strat,168,33,106,24,7,0.4166666666666667,24,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.96,excursion,"{""m"": 2, ""k"": 3}",global,365,109,296,75,51,0.5866666666666667,75,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.96,excursion,"{""m"": 2, ""k"": 3}",strat,990,66,772,70,27,0.37142857142857144,70,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.96,excursion,"{""m"": 3, ""k"": 5}",global,193,84,130,49,27,0.5102040816326531,49,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.96,excursion,"{""m"": 3, ""k"": 5}",strat,232,38,149,26,9,0.38461538461538464,26,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.96,excursion,"{""m"": 4, ""k"": 6}",global,115,47,55,15,10,0.6,15,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.96,excursion,"{""m"": 4, ""k"": 6}",strat,49,14,39,6,2,0.3333333333333333,6,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.98,hard,"{""confirm"": 1}",global,177,82,121,42,26,0.35714285714285715,42,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.98,hard,"{""confirm"": 1}",strat,2448,79,1945,105,55,0.2857142857142857,105,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.98,hard,"{""confirm"": 2}",global,49,41,36,12,7,0.16666666666666666,12,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_jacc_adj_all,high,0.98,hard,"{""confirm"": 2}",strat,309,36,247,31,11,0.3548387096774194,31,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.98,hard,"{""confirm"": 3}",global,13,16,9,6,3,0.3333333333333333,6,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_jacc_adj_all,high,0.98,hard,"{""confirm"": 3}",strat,46,19,38,12,5,0.25,12,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.98,excursion,"{""m"": 2, ""k"": 3}",global,53,43,38,15,8,0.2,15,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.98,excursion,"{""m"": 2, ""k"": 3}",strat,349,41,282,37,12,0.40540540540540543,37,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.98,excursion,"{""m"": 3, ""k"": 5}",global,21,19,14,7,3,0.2857142857142857,7,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_jacc_adj_all,high,0.98,excursion,"{""m"": 3, ""k"": 5}",strat,60,19,48,12,5,0.25,12,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.98,excursion,"{""m"": 4, ""k"": 6}",global,6,4,1,3,1,0.6666666666666666,3,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_jacc_adj_all,high,0.98,excursion,"{""m"": 4, ""k"": 6}",strat,15,3,9,2,0,1.0,2,pick_up_the_tomato_sauce_and_place_it_in_the_basket
set_jacc_adj_all,high,0.99,hard,"{""confirm"": 1}",global,63,45,40,20,11,0.25,20,pick_up_the_milk_and_place_it_in_the_basket
set_jacc_adj_all,high,0.99,hard,"{""confirm"": 1}",strat,1319,62,1055,79,40,0.27848101265822783,79,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.99,hard,"{""confirm"": 2}",global,12,16,9,3,1,0.3333333333333333,3,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_jacc_adj_all,high,0.99,hard,"{""confirm"": 2}",strat,100,23,80,19,6,0.2631578947368421,19,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.99,hard,"{""confirm"": 3}",global,1,5,1,1,0,1.0,1,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_jacc_adj_all,high,0.99,hard,"{""confirm"": 3}",strat,13,7,10,8,2,0.25,8,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.99,excursion,"{""m"": 2, ""k"": 3}",global,14,16,10,3,1,0.3333333333333333,3,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_jacc_adj_all,high,0.99,excursion,"{""m"": 2, ""k"": 3}",strat,108,27,89,23,8,0.30434782608695654,23,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.99,excursion,"{""m"": 3, ""k"": 5}",global,1,5,1,1,0,1.0,1,KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it
set_jacc_adj_all,high,0.99,excursion,"{""m"": 3, ""k"": 5}",strat,19,7,13,8,2,0.25,8,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.99,excursion,"{""m"": 4, ""k"": 6}",global,0,0,0,0,0,0.0,0,-
set_jacc_adj_all,high,0.99,excursion,"{""m"": 4, ""k"": 6}",strat,2,1,1,0,0,0.0,0,-
set_jacc_adj_all,high,0.995,hard,"{""confirm"": 1}",global,29,26,20,11,0,0.45454545454545453,11,pick_up_the_milk_and_place_it_in_the_basket
set_jacc_adj_all,high,0.995,hard,"{""confirm"": 1}",strat,703,49,564,55,26,0.2545454545454545,55,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.995,hard,"{""confirm"": 2}",global,2,5,3,1,0,1.0,1,pick_up_the_bbq_sauce_and_place_it_in_the_basket
set_jacc_adj_all,high,0.995,hard,"{""confirm"": 2}",strat,39,11,34,11,3,0.2727272727272727,11,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.995,hard,"{""confirm"": 3}",global,1,1,1,0,0,0.0,0,-
set_jacc_adj_all,high,0.995,hard,"{""confirm"": 3}",strat,3,4,3,2,1,0.5,2,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.995,excursion,"{""m"": 2, ""k"": 3}",global,3,5,3,1,0,1.0,1,pick_up_the_bbq_sauce_and_place_it_in_the_basket
set_jacc_adj_all,high,0.995,excursion,"{""m"": 2, ""k"": 3}",strat,41,12,36,13,4,0.23076923076923078,13,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate
set_jacc_adj_all,high,0.995,excursion,"{""m"": 3, ""k"": 5}",global,1,1,1,0,0,0.0,0,-
set_jacc_adj_all,high,0.995,excursion,"{""m"": 3, ""k"": 5}",strat,6,4,5,2,1,0.5,2,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,high,0.995,excursion,"{""m"": 4, ""k"": 6}",global,0,0,0,0,0,0.0,0,-
set_jacc_adj_all,high,0.995,excursion,"{""m"": 4, ""k"": 6}",strat,1,0,1,0,0,0.0,0,-
set_jacc_adj_all,low,0.9,hard,"{""confirm"": 1}",global,10146,80,8139,161,157,0.18633540372670807,161,open_the_top_drawer_and_put_the_bowl_inside
set_jacc_adj_all,low,0.9,hard,"{""confirm"": 1}",strat,9963,110,8105,212,207,0.25,212,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.9,hard,"{""confirm"": 2}",global,3004,18,2220,41,40,0.21951219512195122,41,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_jacc_adj_all,low,0.9,hard,"{""confirm"": 2}",strat,2984,40,2504,71,65,0.5070422535211268,71,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.9,hard,"{""confirm"": 3}",global,311,2,157,7,4,0.5714285714285714,7,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_jacc_adj_all,low,0.9,hard,"{""confirm"": 3}",strat,275,6,211,8,7,0.5,8,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.9,excursion,"{""m"": 2, ""k"": 3}",global,3774,22,2818,48,50,0.1875,48,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_jacc_adj_all,low,0.9,excursion,"{""m"": 2, ""k"": 3}",strat,3455,45,2838,75,71,0.49333333333333335,75,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.9,excursion,"{""m"": 3, ""k"": 5}",global,1061,10,479,20,18,0.4,20,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
set_jacc_adj_all,low,0.9,excursion,"{""m"": 3, ""k"": 5}",strat,638,8,405,16,13,0.3125,16,KITCHEN_SCENE8_put_both_moka_pots_on_the_stove
set_jacc_adj_all,low,0.9,excursion,"{""m"": 4, ""k"": 6}",global,252,4,53,6,2,0.5,6,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate
