role,task,suite,episode,episode_length,success,failure,alarm,first_alarm_query,first_alarm_phase,lead_to_endpoint_queries,alarm_cause,episode_max_confidence,clock_alarm,clock_first_alarm_query,matched_clock_alarm,matched_clock_query
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,301,13,True,False,False,,,,,0.6687429218573047,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,302,13,True,False,False,,,,,0.665911664779162,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,303,13,True,False,False,,,,,0.7378255945639864,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,304,14,True,False,False,,,,,0.6782074098042388,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,305,14,True,False,False,,,,,0.7188157256107426,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,306,17,True,False,False,,,,,0.41126031386507034,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,307,14,True,False,False,,,,,0.4868953243811681,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,308,17,True,False,False,,,,,0.6253842420320337,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,309,17,True,False,False,,,,,0.6299951464164375,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,310,14,True,False,False,,,,,0.6697136385698107,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,311,14,True,False,False,,,,,0.6798252709917489,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,312,13,True,False,False,,,,,0.46157579679663485,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,313,12,True,False,False,,,,,0.2956641320174729,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,314,13,True,False,False,,,,,0.5719139297848245,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,315,12,True,False,False,,,,,0.26557191392978485,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,316,13,True,False,False,,,,,0.44523539880278273,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,317,19,True,False,False,,,,,0.46586312894353665,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,318,13,True,False,False,,,,,0.5423879631127649,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,319,12,True,False,False,,,,,0.2417084614140107,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,320,13,True,False,False,,,,,0.32049830124575307,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,321,13,True,False,False,,,,,0.29097233457369354,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,322,13,True,False,False,,,,,0.2797281993204983,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,323,13,True,False,False,,,,,0.5465944022002912,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,324,13,True,False,False,,,,,0.26104190260475646,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,325,14,True,False,False,,,,,0.36555573531790975,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,326,13,True,False,False,,,,,0.5426306422908914,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,327,13,True,False,False,,,,,0.5248341692282802,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,328,13,True,False,False,,,,,0.49158712182494746,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,329,13,True,False,False,,,,,0.24178935447338623,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,330,13,True,False,False,,,,,0.18993690341368707,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,331,13,True,False,False,,,,,0.4551043520465944,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,332,13,True,False,False,,,,,0.17052256916356578,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,333,28,False,True,False,,,,,0.9046270829962789,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,334,13,True,False,False,,,,,0.3385374534864909,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,335,13,True,False,False,,,,,0.3299627891926873,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,336,12,True,False,False,,,,,0.3333602976864585,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,337,13,True,False,False,,,,,0.41465782235884163,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,338,13,True,False,False,,,,,0.4297848244620611,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,339,12,True,False,False,,,,,0.31071024106131695,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,340,17,True,False,False,,,,,0.23499433748584375,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,341,16,True,False,False,,,,,0.3237340236207733,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,342,13,True,False,False,,,,,0.37380682737421134,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,343,12,True,False,False,,,,,0.37275521760232977,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,344,13,True,False,False,,,,,0.5745834007442161,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,345,13,True,False,False,,,,,0.2311923636951949,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,346,13,True,False,False,,,,,0.5653615919754085,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,347,13,True,False,False,,,,,0.40842905678692765,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,348,12,True,False,False,,,,,0.22552984953890953,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,349,13,True,False,False,,,,,0.3817343471930108,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,350,13,True,False,False,,,,,0.2656528069891604,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,351,13,True,False,False,,,,,0.23839184597961494,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,352,14,True,False,False,,,,,0.5704578547160654,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,353,14,True,False,False,,,,,0.5293641805533085,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,354,14,True,False,False,,,,,0.6532114544572076,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,355,13,True,False,False,,,,,0.5163403979938521,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,356,13,True,False,False,,,,,0.5547646011972173,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,357,14,True,False,False,,,,,0.6652645203041578,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,358,14,True,False,False,,,,,0.5987704254974924,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,359,14,True,False,False,,,,,0.4988674971687429,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,360,13,True,False,False,,,,,0.3540689208865879,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,361,13,True,False,False,,,,,0.4026047565118913,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,362,13,True,False,False,,,,,0.38820579194305127,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,363,13,True,False,False,,,,,0.43989645688399936,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,364,13,True,False,False,,,,,0.4502507684840641,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,365,13,True,False,False,,,,,0.42153373240575953,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,366,13,True,False,False,,,,,0.49158712182494746,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,367,13,True,False,False,,,,,0.3666073450897913,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,368,13,True,False,False,,,,,0.4005015369681282,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,369,13,True,False,False,,,,,0.579032519009869,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,370,17,True,False,False,,,,,0.46440705387477754,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,371,13,True,False,False,,,,,0.4476621905840479,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,372,17,True,False,False,,,,,0.5457045785471606,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,373,17,True,False,False,,,,,0.5262902442970393,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,374,13,True,False,False,,,,,0.3559294612522246,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,375,13,True,False,False,,,,,0.44733861834654587,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,376,14,True,False,False,,,,,0.5968289920724802,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,377,14,True,False,False,,,,,0.6727875748260799,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,378,14,True,False,False,,,,,0.6002265005662515,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,379,14,True,False,False,,,,,0.653130561397832,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,380,13,True,False,False,,,,,0.7603138650703769,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,381,14,True,False,False,,,,,0.7440543601359003,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,382,14,True,False,False,,,,,0.6854877851480343,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,383,14,True,False,False,,,,,0.6596020061478725,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,384,15,True,False,False,,,,,0.6939815563824624,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,385,15,True,False,False,,,,,0.5846950331661543,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,386,15,True,False,False,,,,,0.7171978644232324,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,387,15,True,False,False,,,,,0.6329881896133311,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,388,18,True,False,False,,,,,0.44418378903090117,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,389,15,True,False,False,,,,,0.7198673353826242,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,390,17,True,False,False,,,,,0.45931079113412066,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,391,15,True,False,False,,,,,0.6477107264196732,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,392,13,True,False,False,,,,,0.29097233457369354,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,393,13,True,False,False,,,,,0.38076363048050477,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,394,13,True,False,False,,,,,0.5072803753437956,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,395,16,True,False,False,,,,,0.8676589548616729,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,396,13,True,False,False,,,,,0.46238472739038994,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,397,17,True,False,False,,,,,0.7226985924607668,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,398,16,True,False,False,,,,,0.7717197864423233,False,,False,29
heldout_test,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,libero_object,399,13,True,False,False,,,,,0.6218249474195114,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,0,14,True,False,False,,,,,0.8930593755055816,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,1,15,True,False,False,,,,,0.9115029930431969,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,2,14,True,False,True,10.0,0.7692307692307693,3.0,persistent_recurrence,0.9585018605403657,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,3,15,True,False,False,,,,,0.8931402685649571,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,4,15,True,False,False,,,,,0.8746966510273418,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,5,15,True,False,False,,,,,0.920643908752629,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,6,15,True,False,True,10.0,0.7142857142857143,4.0,persistent_recurrence,0.9582591813622391,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,7,15,True,False,False,,,,,0.9476621905840479,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,8,15,True,False,False,,,,,0.8666882381491667,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,9,18,True,False,False,,,,,0.8793884484711212,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,10,15,True,False,False,,,,,0.918702475327617,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,11,16,True,False,False,,,,,0.890228118427439,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,12,16,True,False,False,,,,,0.8885293641805533,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,13,16,True,False,False,,,,,0.826888852936418,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,14,16,True,False,False,,,,,0.8587607183303673,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,15,15,True,False,False,,,,,0.9531629186215823,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,16,15,True,False,False,,,,,0.8416922828021356,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,17,16,True,False,False,,,,,0.8422585342177641,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,18,15,True,False,False,,,,,0.8083643423394273,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,19,15,True,False,False,,,,,0.8102248827050639,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,20,15,True,False,False,,,,,0.8305290406083158,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,21,15,True,False,False,,,,,0.8845656042711535,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,22,16,True,False,False,,,,,0.7738230059860864,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,23,16,True,False,False,,,,,0.8052095130237825,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,24,15,True,False,False,,,,,0.8877204335867983,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,25,15,True,False,False,,,,,0.8971040284743569,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,26,15,True,False,False,,,,,0.8683869923960524,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,27,15,True,False,False,,,,,0.6730302540042065,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,28,15,True,False,False,,,,,0.8627244782397671,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,29,15,True,False,False,,,,,0.8683869923960524,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,30,15,True,False,False,,,,,0.840478886911503,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,31,15,True,False,False,,,,,0.8686296715741789,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,32,15,True,False,False,,,,,0.9334250121339589,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,33,15,True,False,False,,,,,0.8581944669147388,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,34,15,True,False,False,,,,,0.8677398479210484,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,35,15,True,False,False,,,,,0.8331985115677075,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,36,15,True,False,False,,,,,0.8886102572399288,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,37,15,True,False,False,,,,,0.9216955185245106,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,38,15,True,False,False,,,,,0.855039637599094,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,39,15,True,False,False,,,,,0.841773175861511,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,40,15,True,False,False,,,,,0.8303672544895648,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,41,15,True,False,False,,,,,0.8793884484711212,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,42,15,True,False,False,,,,,0.8488108720271801,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,43,15,True,False,False,,,,,0.7590195761203689,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,44,15,True,False,False,,,,,0.826403494580165,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,45,15,True,False,False,,,,,0.8263226015207895,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,46,15,True,False,False,,,,,0.7913767998705711,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,47,15,True,False,False,,,,,0.8959715256430998,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,48,15,True,False,False,,,,,0.6597637922666235,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,49,15,True,False,False,,,,,0.6833036725448957,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,50,15,True,False,False,,,,,0.7185730464326161,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,51,14,True,False,False,,,,,0.7287655719139298,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,52,15,True,False,False,,,,,0.7124251739200776,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,53,16,True,False,False,,,,,0.7248018120045301,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,54,15,True,False,False,,,,,0.6690664940948067,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,55,15,True,False,False,,,,,0.6242517392007766,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,56,16,True,False,False,,,,,0.9353664455589711,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,57,15,True,False,False,,,,,0.9301083966995631,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,58,16,True,False,False,,,,,0.8953243811680958,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,59,14,True,False,False,,,,,0.9378741303996118,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,60,16,True,False,False,,,,,0.9272771396214204,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,61,15,True,False,False,,,,,0.8960524187024753,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,62,15,True,False,False,,,,,0.8974276007118589,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,63,15,True,False,False,,,,,0.9271153535026695,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,64,16,True,False,False,,,,,0.9094806665588092,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,65,16,True,False,False,,,,,0.803348972658146,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,66,16,True,False,False,,,,,0.854877851480343,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,67,15,True,False,False,,,,,0.7687267432454296,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,68,15,True,False,False,,,,,0.9086717359650542,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,69,15,True,False,False,,,,,0.8914415143180715,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,70,15,True,False,False,,,,,0.8552823167772206,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,71,16,True,False,False,,,,,0.9114220999838214,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,72,14,True,False,False,,,,,0.8806827374211292,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,73,14,True,False,False,,,,,0.8873968613492962,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,74,15,True,False,False,,,,,0.8695194952273095,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,75,15,True,False,False,,,,,0.8863452515774146,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,76,14,True,False,False,,,,,0.9013913606212587,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,77,15,True,False,False,,,,,0.7868467885455428,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,78,15,True,False,False,,,,,0.8813298818961333,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,79,15,True,False,False,,,,,0.8649085908429057,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,80,15,True,False,False,,,,,0.9113412069244459,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,81,15,True,False,False,,,,,0.8598932211616244,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,82,15,True,False,False,,,,,0.8736450412554603,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,83,15,True,False,False,,,,,0.8873968613492962,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,84,15,True,False,False,,,,,0.8648276977835302,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,85,15,True,False,False,,,,,0.8096586312894354,False,,False,29
heldout_test,libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket,libero_object,86,15,True,False,False,,,,,0.7801326646173758,False,,False,29
