level,cohort,suite,task,method,k,failure,episodes,scorable,ratio_bin,count
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,8,False,790,790,<=0.5,502
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,8,False,790,790,"(0.5,1]",279
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,8,False,790,790,"(1,1.5]",9
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,8,False,790,790,"(1.5,2]",0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,8,False,790,790,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,9,False,790,790,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,9,False,790,790,<=0.5,536
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,9,False,790,790,"(0.5,1]",245
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,9,False,790,790,"(1,1.5]",9
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,9,False,790,790,"(1.5,2]",0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,9,False,790,790,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,10,False,790,790,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,10,False,790,790,<=0.5,557
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,10,False,790,790,"(0.5,1]",225
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,10,False,790,790,"(1,1.5]",8
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,10,False,790,790,"(1.5,2]",0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,10,False,790,790,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,20,False,790,790,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,20,False,790,790,<=0.5,720
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,20,False,790,790,"(0.5,1]",67
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,20,False,790,790,"(1,1.5]",3
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,20,False,790,790,"(1.5,2]",0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,20,False,790,790,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,1,True,10,10,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,1,True,10,10,<=0.5,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,1,True,10,10,"(0.5,1]",3
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,1,True,10,10,"(1,1.5]",5
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,1,True,10,10,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,1,True,10,10,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,2,True,10,10,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,2,True,10,10,<=0.5,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,2,True,10,10,"(0.5,1]",3
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,2,True,10,10,"(1,1.5]",5
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,2,True,10,10,"(1.5,2]",0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,2,True,10,10,>2,2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,3,True,10,10,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,3,True,10,10,<=0.5,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,3,True,10,10,"(0.5,1]",1
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,3,True,10,10,"(1,1.5]",7
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,3,True,10,10,"(1.5,2]",0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,3,True,10,10,>2,2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,4,True,10,10,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,4,True,10,10,<=0.5,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,4,True,10,10,"(0.5,1]",0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,4,True,10,10,"(1,1.5]",8
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,4,True,10,10,"(1.5,2]",0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,4,True,10,10,>2,2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,5,True,10,10,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,5,True,10,10,<=0.5,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,5,True,10,10,"(0.5,1]",0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,5,True,10,10,"(1,1.5]",7
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,5,True,10,10,"(1.5,2]",1
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,5,True,10,10,>2,2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,6,True,10,10,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,6,True,10,10,<=0.5,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,6,True,10,10,"(0.5,1]",0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,6,True,10,10,"(1,1.5]",7
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,6,True,10,10,"(1.5,2]",1
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,6,True,10,10,>2,2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,7,True,10,10,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,7,True,10,10,<=0.5,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,7,True,10,10,"(0.5,1]",0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,7,True,10,10,"(1,1.5]",6
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,7,True,10,10,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,7,True,10,10,>2,2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,8,True,10,10,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,8,True,10,10,<=0.5,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,8,True,10,10,"(0.5,1]",0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,8,True,10,10,"(1,1.5]",5
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,8,True,10,10,"(1.5,2]",3
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,8,True,10,10,>2,2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,9,True,10,10,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,9,True,10,10,<=0.5,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,9,True,10,10,"(0.5,1]",0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,9,True,10,10,"(1,1.5]",5
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,9,True,10,10,"(1.5,2]",3
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,9,True,10,10,>2,2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,10,True,10,10,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,10,True,10,10,<=0.5,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,10,True,10,10,"(0.5,1]",1
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,10,True,10,10,"(1,1.5]",4
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,10,True,10,10,"(1.5,2]",3
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,10,True,10,10,>2,2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,20,True,10,10,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,20,True,10,10,<=0.5,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,20,True,10,10,"(0.5,1]",1
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,20,True,10,10,"(1,1.5]",5
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,20,True,10,10,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,euclidean,20,True,10,10,>2,2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,1,False,763,763,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,1,False,763,763,<=0.5,251
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,1,False,763,763,"(0.5,1]",496
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,1,False,763,763,"(1,1.5]",14
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,1,False,763,763,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,1,False,763,763,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,2,False,763,763,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,2,False,763,763,<=0.5,256
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,2,False,763,763,"(0.5,1]",491
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,2,False,763,763,"(1,1.5]",14
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,2,False,763,763,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,2,False,763,763,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,3,False,763,763,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,3,False,763,763,<=0.5,256
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,3,False,763,763,"(0.5,1]",492
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,3,False,763,763,"(1,1.5]",13
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,3,False,763,763,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,3,False,763,763,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,4,False,763,763,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,4,False,763,763,<=0.5,259
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,4,False,763,763,"(0.5,1]",489
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,4,False,763,763,"(1,1.5]",13
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,4,False,763,763,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,4,False,763,763,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,5,False,763,763,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,5,False,763,763,<=0.5,254
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,5,False,763,763,"(0.5,1]",494
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,5,False,763,763,"(1,1.5]",13
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,5,False,763,763,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,5,False,763,763,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,6,False,763,763,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,6,False,763,763,<=0.5,247
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,6,False,763,763,"(0.5,1]",501
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,6,False,763,763,"(1,1.5]",13
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,6,False,763,763,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,6,False,763,763,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,7,False,763,763,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,7,False,763,763,<=0.5,241
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,7,False,763,763,"(0.5,1]",506
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,7,False,763,763,"(1,1.5]",14
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,7,False,763,763,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,7,False,763,763,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,8,False,763,763,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,8,False,763,763,<=0.5,298
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,8,False,763,763,"(0.5,1]",453
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,8,False,763,763,"(1,1.5]",10
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,8,False,763,763,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,8,False,763,763,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,9,False,763,763,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,9,False,763,763,<=0.5,348
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,9,False,763,763,"(0.5,1]",405
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,9,False,763,763,"(1,1.5]",8
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,9,False,763,763,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,9,False,763,763,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,10,False,763,763,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,10,False,763,763,<=0.5,381
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,10,False,763,763,"(0.5,1]",372
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,10,False,763,763,"(1,1.5]",8
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,10,False,763,763,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,10,False,763,763,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,20,False,763,763,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,20,False,763,763,<=0.5,555
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,20,False,763,763,"(0.5,1]",204
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,20,False,763,763,"(1,1.5]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,20,False,763,763,"(1.5,2]",2
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,20,False,763,763,>2,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,1,True,37,37,unscorable,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,1,True,37,37,<=0.5,0
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,1,True,37,37,"(0.5,1]",1
task,all,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,euclidean,1,True,37,37,"(1,1.5]",18
