task,query,rows,positives,negatives,pairs
pick_up_the_butter_and_place_it_in_the_basket,9,160,13,147,1911
pick_up_the_butter_and_place_it_in_the_basket,10,160,114,46,5244
pick_up_the_butter_and_place_it_in_the_basket,11,160,157,3,471
pick_up_the_butter_and_place_it_in_the_basket,12,160,158,2,316
pick_up_the_butter_and_place_it_in_the_basket,13,158,156,2,312
pick_up_the_butter_and_place_it_in_the_basket,14,147,145,2,290
pick_up_the_butter_and_place_it_in_the_basket,15,45,43,2,86
pick_up_the_butter_and_place_it_in_the_basket,16,3,1,2,2
pick_up_the_butter_and_place_it_in_the_basket,17,2,0,2,0
pick_up_the_butter_and_place_it_in_the_basket,18,2,0,2,0
pick_up_the_butter_and_place_it_in_the_basket,19,2,0,2,0
pick_up_the_butter_and_place_it_in_the_basket,20,2,0,2,0
pick_up_the_butter_and_place_it_in_the_basket,21,2,0,2,0
pick_up_the_butter_and_place_it_in_the_basket,22,2,0,2,0
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,7,160,0,160,0
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,8,160,0,160,0
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,9,160,11,149,1639
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,10,160,122,38,4636
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,11,160,156,4,624
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,12,160,159,1,159
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,13,160,159,1,159
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,14,149,148,1,148
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,15,37,36,1,36
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,16,4,4,0,0
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,17,1,1,0,0
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,18,1,1,0,0
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,19,1,1,0,0
pick_up_the_chocolate_pudding_and_place_it_in_the_basket,20,1,1,0,0
pick_up_the_cream_cheese_and_place_it_in_the_basket,7,160,62,98,6076
pick_up_the_cream_cheese_and_place_it_in_the_basket,8,160,134,26,3484
pick_up_the_cream_cheese_and_place_it_in_the_basket,9,160,159,1,159
pick_up_the_cream_cheese_and_place_it_in_the_basket,10,160,160,0,0
pick_up_the_cream_cheese_and_place_it_in_the_basket,11,160,160,0,0
pick_up_the_cream_cheese_and_place_it_in_the_basket,12,129,129,0,0
pick_up_the_cream_cheese_and_place_it_in_the_basket,13,25,25,0,0
pick_up_the_cream_cheese_and_place_it_in_the_basket,14,1,1,0,0
pick_up_the_ketchup_and_place_it_in_the_basket,7,160,12,148,1776
pick_up_the_ketchup_and_place_it_in_the_basket,8,160,6,154,924
pick_up_the_ketchup_and_place_it_in_the_basket,9,160,92,68,6256
pick_up_the_ketchup_and_place_it_in_the_basket,10,160,159,1,159
pick_up_the_ketchup_and_place_it_in_the_basket,11,160,159,1,159
pick_up_the_ketchup_and_place_it_in_the_basket,12,160,159,1,159
pick_up_the_ketchup_and_place_it_in_the_basket,13,160,159,1,159
pick_up_the_ketchup_and_place_it_in_the_basket,14,68,67,1,67
pick_up_the_ketchup_and_place_it_in_the_basket,15,1,0,1,0
pick_up_the_ketchup_and_place_it_in_the_basket,16,1,0,1,0
pick_up_the_ketchup_and_place_it_in_the_basket,17,1,0,1,0
pick_up_the_ketchup_and_place_it_in_the_basket,18,1,0,1,0
pick_up_the_ketchup_and_place_it_in_the_basket,19,1,0,1,0
pick_up_the_ketchup_and_place_it_in_the_basket,20,1,0,1,0
pick_up_the_ketchup_and_place_it_in_the_basket,21,1,0,1,0
pick_up_the_ketchup_and_place_it_in_the_basket,22,1,0,1,0
pick_up_the_milk_and_place_it_in_the_basket,7,160,33,127,4191
pick_up_the_milk_and_place_it_in_the_basket,8,160,109,51,5559
pick_up_the_milk_and_place_it_in_the_basket,9,160,150,10,1500
pick_up_the_milk_and_place_it_in_the_basket,10,160,136,24,3264
pick_up_the_milk_and_place_it_in_the_basket,11,160,141,19,2679
pick_up_the_milk_and_place_it_in_the_basket,12,145,140,5,700
pick_up_the_milk_and_place_it_in_the_basket,13,69,66,3,198
pick_up_the_milk_and_place_it_in_the_basket,14,28,25,3,75
pick_up_the_milk_and_place_it_in_the_basket,15,24,21,3,63
pick_up_the_milk_and_place_it_in_the_basket,16,19,16,3,48
pick_up_the_milk_and_place_it_in_the_basket,17,5,3,2,6
pick_up_the_milk_and_place_it_in_the_basket,18,3,1,2,2
pick_up_the_milk_and_place_it_in_the_basket,19,3,1,2,2
pick_up_the_milk_and_place_it_in_the_basket,20,3,1,2,2
pick_up_the_milk_and_place_it_in_the_basket,21,3,1,2,2
pick_up_the_milk_and_place_it_in_the_basket,22,2,0,2,0
pick_up_the_orange_juice_and_place_it_in_the_basket,7,160,85,75,6375
pick_up_the_orange_juice_and_place_it_in_the_basket,8,160,136,24,3264
pick_up_the_orange_juice_and_place_it_in_the_basket,9,160,151,9,1359
pick_up_the_orange_juice_and_place_it_in_the_basket,10,160,150,10,1500
pick_up_the_orange_juice_and_place_it_in_the_basket,11,159,150,9,1350
pick_up_the_orange_juice_and_place_it_in_the_basket,12,86,78,8,624
pick_up_the_orange_juice_and_place_it_in_the_basket,13,36,27,9,243
pick_up_the_orange_juice_and_place_it_in_the_basket,14,21,13,8,104
pick_up_the_orange_juice_and_place_it_in_the_basket,15,21,13,8,104
pick_up_the_orange_juice_and_place_it_in_the_basket,16,11,3,8,24
pick_up_the_orange_juice_and_place_it_in_the_basket,17,10,2,8,16
pick_up_the_orange_juice_and_place_it_in_the_basket,18,10,3,7,21
pick_up_the_orange_juice_and_place_it_in_the_basket,19,8,1,7,7
pick_up_the_orange_juice_and_place_it_in_the_basket,20,8,1,7,7
pick_up_the_orange_juice_and_place_it_in_the_basket,21,8,1,7,7
pick_up_the_orange_juice_and_place_it_in_the_basket,22,8,1,7,7
pick_up_the_salad_dressing_and_place_it_in_the_basket,7,160,124,36,4464
pick_up_the_salad_dressing_and_place_it_in_the_basket,8,160,160,0,0
pick_up_the_salad_dressing_and_place_it_in_the_basket,9,160,160,0,0
pick_up_the_salad_dressing_and_place_it_in_the_basket,10,160,160,0,0
pick_up_the_salad_dressing_and_place_it_in_the_basket,11,156,156,0,0
pick_up_the_salad_dressing_and_place_it_in_the_basket,12,36,36,0,0
pick_up_the_tomato_sauce_and_place_it_in_the_basket,7,160,77,83,6391
pick_up_the_tomato_sauce_and_place_it_in_the_basket,8,160,122,38,4636
pick_up_the_tomato_sauce_and_place_it_in_the_basket,9,160,150,10,1500
pick_up_the_tomato_sauce_and_place_it_in_the_basket,10,160,157,3,471
pick_up_the_tomato_sauce_and_place_it_in_the_basket,11,160,136,24,3264
pick_up_the_tomato_sauce_and_place_it_in_the_basket,12,156,134,22,2948
pick_up_the_tomato_sauce_and_place_it_in_the_basket,13,88,74,14,1036
pick_up_the_tomato_sauce_and_place_it_in_the_basket,14,56,53,3,159
pick_up_the_tomato_sauce_and_place_it_in_the_basket,15,49,47,2,94
pick_up_the_tomato_sauce_and_place_it_in_the_basket,16,38,36,2,72
pick_up_the_tomato_sauce_and_place_it_in_the_basket,17,25,23,2,46
pick_up_the_tomato_sauce_and_place_it_in_the_basket,18,15,13,2,26
pick_up_the_tomato_sauce_and_place_it_in_the_basket,19,3,2,1,2
pick_up_the_tomato_sauce_and_place_it_in_the_basket,20,2,1,1,1
pick_up_the_tomato_sauce_and_place_it_in_the_basket,21,2,1,1,1
pick_up_the_tomato_sauce_and_place_it_in_the_basket,22,2,1,1,1
push_the_plate_to_the_front_of_the_stove,7,160,26,134,3484
push_the_plate_to_the_front_of_the_stove,8,160,111,49,5439
push_the_plate_to_the_front_of_the_stove,9,160,144,16,2304
push_the_plate_to_the_front_of_the_stove,10,160,150,10,1500
push_the_plate_to_the_front_of_the_stove,11,160,152,8,1216
push_the_plate_to_the_front_of_the_stove,12,133,125,8,1000
push_the_plate_to_the_front_of_the_stove,13,49,41,8,328
push_the_plate_to_the_front_of_the_stove,14,16,8,8,64
push_the_plate_to_the_front_of_the_stove,15,10,4,6,24
push_the_plate_to_the_front_of_the_stove,16,8,4,4,16
push_the_plate_to_the_front_of_the_stove,17,8,6,2,12
push_the_plate_to_the_front_of_the_stove,18,8,6,2,12
push_the_plate_to_the_front_of_the_stove,19,8,6,2,12
push_the_plate_to_the_front_of_the_stove,20,6,4,2,8
push_the_plate_to_the_front_of_the_stove,21,4,2,2,4
push_the_plate_to_the_front_of_the_stove,22,2,0,2,0
push_the_plate_to_the_front_of_the_stove,23,2,0,2,0
push_the_plate_to_the_front_of_the_stove,24,2,0,2,0
put_the_bowl_on_the_plate,7,157,156,1,156
put_the_bowl_on_the_plate,8,1,0,1,0
put_the_bowl_on_the_plate,9,1,0,1,0
put_the_bowl_on_the_plate,10,1,0,1,0
put_the_bowl_on_the_plate,11,1,0,1,0
put_the_bowl_on_the_plate,12,1,0,1,0
put_the_bowl_on_the_plate,13,1,0,1,0
put_the_bowl_on_the_plate,14,1,0,1,0
put_the_bowl_on_the_plate,15,1,0,1,0
put_the_bowl_on_the_plate,16,1,0,1,0
put_the_bowl_on_the_plate,17,1,0,1,0
put_the_bowl_on_the_plate,18,1,0,1,0
put_the_bowl_on_the_plate,19,1,0,1,0
put_the_bowl_on_the_plate,20,1,0,1,0
put_the_bowl_on_the_plate,21,1,0,1,0
put_the_bowl_on_the_plate,22,1,0,1,0
put_the_bowl_on_the_plate,23,1,0,1,0
put_the_bowl_on_the_plate,24,1,0,1,0
put_the_bowl_on_the_stove,7,160,159,1,159
put_the_bowl_on_the_stove,8,160,159,1,159
put_the_bowl_on_the_stove,9,18,17,1,17
put_the_bowl_on_the_stove,10,1,0,1,0
put_the_bowl_on_the_stove,11,1,0,1,0
put_the_bowl_on_the_stove,12,1,0,1,0
put_the_bowl_on_the_stove,13,1,0,1,0
put_the_bowl_on_the_stove,14,1,0,1,0
put_the_bowl_on_the_stove,15,1,0,1,0
put_the_bowl_on_the_stove,16,1,0,1,0
put_the_bowl_on_the_stove,17,1,0,1,0
put_the_bowl_on_the_stove,18,1,0,1,0
put_the_bowl_on_the_stove,19,1,0,1,0
put_the_bowl_on_the_stove,20,1,0,1,0
put_the_bowl_on_the_stove,21,1,0,1,0
put_the_bowl_on_the_stove,22,1,0,1,0
put_the_bowl_on_the_stove,23,1,0,1,0
put_the_bowl_on_the_stove,24,1,0,1,0
put_the_bowl_on_top_of_the_cabinet,7,160,160,0,0
put_the_bowl_on_top_of_the_cabinet,8,143,143,0,0
put_the_cream_cheese_in_the_bowl,7,160,157,3,471
put_the_cream_cheese_in_the_bowl,8,157,155,2,310
put_the_cream_cheese_in_the_bowl,9,79,77,2,154
put_the_cream_cheese_in_the_bowl,10,4,2,2,4
put_the_cream_cheese_in_the_bowl,11,3,1,2,2
put_the_cream_cheese_in_the_bowl,12,3,1,2,2
put_the_cream_cheese_in_the_bowl,13,2,0,2,0
put_the_cream_cheese_in_the_bowl,14,2,0,2,0
put_the_cream_cheese_in_the_bowl,15,2,0,2,0
put_the_cream_cheese_in_the_bowl,16,2,0,2,0
put_the_cream_cheese_in_the_bowl,17,2,0,2,0
put_the_cream_cheese_in_the_bowl,18,2,0,2,0
put_the_cream_cheese_in_the_bowl,19,2,0,2,0
put_the_cream_cheese_in_the_bowl,20,2,0,2,0
put_the_cream_cheese_in_the_bowl,21,2,0,2,0
put_the_cream_cheese_in_the_bowl,22,2,0,2,0
put_the_cream_cheese_in_the_bowl,23,2,0,2,0
put_the_cream_cheese_in_the_bowl,24,2,0,2,0
put_the_wine_bottle_on_the_rack,7,160,159,1,159
put_the_wine_bottle_on_the_rack,8,160,160,0,0
put_the_wine_bottle_on_the_rack,9,160,152,8,1216
put_the_wine_bottle_on_the_rack,10,160,158,2,316
put_the_wine_bottle_on_the_rack,11,160,159,1,159
put_the_wine_bottle_on_the_rack,12,129,128,1,128
put_the_wine_bottle_on_the_rack,13,72,71,1,71
put_the_wine_bottle_on_the_rack,14,27,26,1,26
put_the_wine_bottle_on_the_rack,15,2,1,1,1
put_the_wine_bottle_on_the_rack,16,1,0,1,0
put_the_wine_bottle_on_the_rack,17,1,0,1,0
put_the_wine_bottle_on_the_rack,18,1,1,0,0
put_the_wine_bottle_on_the_rack,19,1,1,0,0
put_the_wine_bottle_on_the_rack,20,1,1,0,0
put_the_wine_bottle_on_the_rack,21,1,1,0,0
put_the_wine_bottle_on_the_rack,22,1,1,0,0
put_the_wine_bottle_on_top_of_the_cabinet,7,160,160,0,0
put_the_wine_bottle_on_top_of_the_cabinet,8,160,160,0,0
put_the_wine_bottle_on_top_of_the_cabinet,9,70,70,0,0
put_the_wine_bottle_on_top_of_the_cabinet,10,11,11,0,0
turn_on_the_stove,7,132,132,0,0
turn_on_the_stove,8,28,28,0,0
