suite,task_id,task_dir,task_name,prompt,episode_index,init_state_id,flow_noise_seed,success,action_steps,inference_calls,control_step_offset,path,mig_uuid,mig_profile,wall_s
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,30,30,1000,1,85,9,288,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.3
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,31,31,1000,1,86,9,297,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.3
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,32,32,1000,1,80,8,306,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,11.4
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,33,33,1000,1,86,9,314,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.5
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,34,34,1000,1,82,9,323,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.3
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,35,35,1000,1,82,9,332,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.2
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,36,36,1000,1,82,9,341,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.2
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,37,37,1000,1,82,9,350,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.2
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,38,38,1000,1,82,9,359,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.2
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,39,39,1000,1,81,9,368,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.1
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,40,40,1000,1,81,9,377,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.2
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,41,41,1000,1,81,9,386,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.1
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,42,42,1000,1,84,9,395,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.2
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,43,43,1000,1,81,9,404,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.1
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,44,44,1000,1,84,9,413,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.4
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,45,45,1000,1,82,9,422,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.1
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,46,46,1000,1,85,9,431,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.3
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,47,47,1000,1,88,9,440,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.4
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,48,48,1000,1,78,8,449,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,11.4
spatial,3,t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,pick up the black bowl on the cookie box and place it on the plate,49,49,1000,1,84,9,457,corpus/libero30-right-v1/libero_spatial/t03__pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,12.3
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,0,0,1000,1,127,13,0,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,20.5
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,1,1,1000,1,123,13,13,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.6
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,2,2,1000,1,121,13,26,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.4
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,3,3,1000,1,118,12,39,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,16.6
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,4,4,1000,0,220,22,51,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,27.6
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,5,5,1000,1,122,13,73,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.4
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,6,6,1000,1,129,13,86,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,18.1
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,7,7,1000,1,125,13,99,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.6
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,8,8,1000,1,124,13,112,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.6
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,9,9,1000,0,220,22,125,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,34.0
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,10,10,1000,0,220,22,147,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,27.5
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,11,11,1000,1,123,13,169,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.5
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,12,12,1000,1,126,13,182,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.7
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,13,13,1000,1,121,13,195,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.4
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,14,14,1000,1,121,13,208,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.5
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,15,15,1000,1,115,12,221,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,16.5
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,16,16,1000,0,220,22,233,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,27.6
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,17,17,1000,1,113,12,255,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.0
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,18,18,1000,0,220,22,267,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,27.9
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,19,19,1000,1,124,13,289,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.8
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,20,20,1000,0,220,22,302,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,27.9
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,21,21,1000,1,122,13,324,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.6
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,22,22,1000,1,114,12,337,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.0
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,23,23,1000,0,220,22,349,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,27.7
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,24,24,1000,0,220,22,371,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,27.8
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,25,25,1000,1,121,13,393,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.5
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,26,26,1000,1,129,13,406,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,17.9
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,27,27,1000,1,118,12,419,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,16.6
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,28,28,1000,1,117,12,431,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,16.5
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,29,29,1000,0,220,22,443,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,27.6
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,30,30,1000,1,118,12,465,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,16.7
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,31,31,1000,0,220,22,477,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,27.6
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,32,32,1000,1,117,12,499,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,16.5
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,33,33,1000,0,220,22,511,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,27.5
spatial,4,t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,34,34,1000,1,120,12,533,corpus/libero30-right-v1/libero_spatial/t04__pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,MIG-ed0ef408-41bd-59d1-8006-30afa5a1d96a,2g.35gb,16.6
