method,threshold_mode,suite,task,episodes,risks,alarms,tp,fp,precision,recall,mean_matched_prior,lift
circuitcopy:partial_query_d1|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
circuitcopy:partial_query_d1|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,0,0,0,,0.0,,
circuitcopy:partial_query_d1|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,0,0,0,,0.0,,
circuitcopy:partial_query_d1|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,0,0,0,,0.0,,
circuitcopy:partial_query_d1|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,0,0,0,,0.0,,
circuitcopy:partial_query_d1|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,0,0,0,,0.0,,
circuitcopy:partial_query_d1|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,0,0,0,,0.0,,
tokgeo:procrustes_prev|per_task,per_task,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
tokgeo:procrustes_prev|per_task,per_task,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,1,1,0,1.0,0.0196078431372549,0.9906542056074766,1.009433962264151
tokgeo:procrustes_prev|per_task,per_task,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,0,0,0,,0.0,,
tokgeo:procrustes_prev|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,17,16,1,0.9411764705882353,0.8888888888888888,0.25023774389049114,3.7611291404549756
tokgeo:procrustes_prev|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,9,9,0,1.0,1.0,0.2940553923668132,3.4007198166003056
tokgeo:procrustes_prev|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,6,6,0,1.0,0.375,0.07664497469269703,13.047169811320757
tokgeo:procrustes_prev|per_task,per_task,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,7,6,1,0.8571428571428571,0.6666666666666666,0.8428656406403026,1.016938899646815
tokgeo:procrustes_prev|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,0,0,0,,0.0,,
tokgeo:procrustes_prev|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,1,0,1,0.0,0.0,0.027340727366520507,0.0
tokgeo:procrustes_prev|per_task,per_task,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
tokgeo:procrustes_prev|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,0,0,0,,0.0,,
tokgeo:procrustes_prev|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0,0,0,,0.0,,
tokgeo:procrustes_prev|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,3,0,3,0.0,0.0,0.13632978388021613,0.0
tokgeo:procrustes_prev|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,2,2,0,1.0,0.013245033112582781,0.9665173572228443,1.034642567489283
tokgeo:procrustes_prev|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,0,0,0,,0.0,,
tokgeo:procrustes_prev|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,0,0,0,,0.0,,
tokgeo:procrustes_prev|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,7,2,5,0.2857142857142857,0.5,0.44903023739689996,0.6362918617031608
tokgeo:procrustes_prev|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,5,3,2,0.6,0.15,0.5641391972590547,1.0635672949427726
tokgeo:procrustes_prev|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,15,14,1,0.9333333333333333,0.2978723404255319,0.4823597768852184,1.934931928528999
tokgeo:procrustes_prev|per_task,per_task,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,0,0,0,,0.0,,
tokgeo:procrustes_prev|per_task,per_task,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,1,0,1,0.0,0.0,0.025360230547550433,0.0
tokgeo:procrustes_prev|per_task,per_task,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,5,3,2,0.6,0.3,0.37434036568213774,1.6028193991493713
tokgeo:procrustes_prev|per_task,per_task,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
tokgeo:procrustes_prev|per_task,per_task,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,6,6,0,1.0,0.8571428571428571,0.7860471779913946,1.2721882706268652
tokgeo:procrustes_prev|per_task,per_task,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
tokgeo:procrustes_prev|per_task,per_task,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
tokgeo:procrustes_prev|per_task,per_task,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,2,2,0,1.0,0.4,0.5388888888888889,1.8556701030927836
tokgeo:procrustes_prev|per_task,per_task,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,1,1,0,1.0,0.25,0.9565217391304348,1.0454545454545454
tokgeo:procrustes_prev|per_task,per_task,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,2,1,1,0.5,0.14285714285714285,0.4294032023289665,1.164406779661017
tokgeo:procrustes_prev|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,1,0,1,0.0,0.0,0.047058823529411764,0.0
tokgeo:procrustes_prev|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,2,2,0,1.0,0.6666666666666666,0.9030197444831591,1.107395498392283
tokgeo:procrustes_prev|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,3,3,0,1.0,0.21428571428571427,0.9768179044526787,1.0237322590440339
tokgeo:procrustes_prev|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,3,3,0,1.0,1.0,0.6704105090311986,1.4916233957088274
tokgeo:procrustes_prev|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,8,5,3,0.625,0.20833333333333334,0.40798910223144785,1.5319036625773503
tokgeo:procrustes_prev|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,2,2,0,1.0,0.25,0.9722691102001447,1.0285218253968254
tokgeo:procrustes_prev|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,11,10,1,0.9090909090909091,0.7692307692307693,0.15055053149293987,6.038443704421868
tokgeo:procrustes_prev|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,7,0,7,0.0,0.0,0.03554458554355529,0.0
tokgeo:procrustes_prev|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,14,14,0,1.0,0.34146341463414637,0.9651110394550723,1.0361502035710077
tokgeo:procrustes_prev|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,16,12,4,0.75,0.5714285714285714,0.7267525930133969,1.0319880619760988
tokgeo:procrustes_prev|global,global,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
tokgeo:procrustes_prev|global,global,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,1,1,0,1.0,0.0196078431372549,0.9906542056074766,1.009433962264151
tokgeo:procrustes_prev|global,global,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,12,11,1,0.9166666666666666,0.6111111111111112,0.38348002050167257,2.3903896361209998
tokgeo:procrustes_prev|global,global,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,7,7,0,1.0,0.7777777777777778,0.9166172180190871,1.090967942061041
tokgeo:procrustes_prev|global,global,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,8,6,2,0.75,0.6666666666666666,0.6251790494536382,1.1996563235051565
tokgeo:procrustes_prev|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
tokgeo:procrustes_prev|global,global,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,1,1,0,1.0,0.25,0.5036764705882353,1.9854014598540146
tokgeo:procrustes_prev|global,global,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,5,5,0,1.0,0.16666666666666666,0.15240657786012007,6.561396588261483
tokgeo:procrustes_prev|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,5,3,2,0.6,0.75,0.5178712890177354,1.158589040798228
tokgeo:procrustes_prev|global,global,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,2,0,2,0.0,0.0,0.07939003294892916,0.0
tokgeo:procrustes_prev|global,global,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,25,23,2,0.92,0.48936170212765956,0.42931751303626237,2.142936106876898
tokgeo:procrustes_prev|global,global,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,1,0,1,0.0,0.0,0.012222222222222223,0.0
tokgeo:procrustes_prev|global,global,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
tokgeo:procrustes_prev|global,global,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,2,2,0,1.0,0.2857142857142857,0.5111642086182747,1.9563185041908446
tokgeo:procrustes_prev|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,1,1,0,1.0,0.3333333333333333,0.9790209790209791,1.0214285714285714
tokgeo:procrustes_prev|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,1,1,0,1.0,0.125,0.9790209790209791,1.0214285714285714
tokgeo:procrustes_prev|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,0,0,0,,0.0,,
tokgeo:procrustes_prev|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,0,0,0,,0.0,,
tokgeo:bandedness|per_task,per_task,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,1,0,1,0.0,,0.06389391199517781,0.0
tokgeo:bandedness|per_task,per_task,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,1,1,0,1.0,0.0196078431372549,0.762589928057554,1.3113207547169812
tokgeo:bandedness|per_task,per_task,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,0,0,0,,0.0,,
tokgeo:bandedness|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,14,14,0,1.0,0.7777777777777778,0.22503683256679627,4.443717006651239
tokgeo:bandedness|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,9,7,2,0.7777777777777778,0.7777777777777778,0.7463629747930157,1.0420905163382121
tokgeo:bandedness|per_task,per_task,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,16,16,0,1.0,1.0,0.10493936205679746,9.529312742141116
tokgeo:bandedness|per_task,per_task,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,9,9,0,1.0,1.0,0.3631102598602769,2.7539844244136624
tokgeo:bandedness|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,2,1,1,0.5,1.0,0.6617182444520574,0.755608605614358
tokgeo:bandedness|per_task,per_task,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,1,1,0,1.0,1.0,0.17637271214642264,5.669811320754716
tokgeo:bandedness|per_task,per_task,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
tokgeo:bandedness|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,1,0,1,0.0,0.0,0.09028006589785832,0.0
tokgeo:bandedness|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,1,0,1,0.0,0.0,0.07925947353196414,0.0
tokgeo:bandedness|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,4,1,3,0.25,1.0,0.2987271930503712,0.8368839724539077
tokgeo:bandedness|per_task,per_task,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,0,0,0,,0.0,,
tokgeo:bandedness|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,15,11,4,0.7333333333333333,0.36666666666666664,0.3821369722430854,1.9190326678645595
tokgeo:bandedness|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,0,0,0,,0.0,,
tokgeo:bandedness|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,2,1,1,0.5,0.25,0.46678023850085176,1.0711678832116789
tokgeo:bandedness|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,0,0,0,,0.0,,
tokgeo:bandedness|per_task,per_task,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,6,6,0,1.0,0.1276595744680851,0.6816630950528145,1.4670003514309675
tokgeo:bandedness|per_task,per_task,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,14,6,8,0.42857142857142855,1.0,0.3751273063844791,1.1424692931635667
tokgeo:bandedness|per_task,per_task,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,2,1,1,0.5,0.3333333333333333,0.44615212527964204,1.120693977836835
tokgeo:bandedness|per_task,per_task,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,5,3,2,0.6,0.3,0.35879611947139256,1.6722588886523313
tokgeo:bandedness|per_task,per_task,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
tokgeo:bandedness|per_task,per_task,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,7,4,3,0.5714285714285714,0.5714285714285714,0.3960703758255234,1.4427450430685496
tokgeo:bandedness|per_task,per_task,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,1,0,1,0.0,0.0,0.014671557185728577,0.0
tokgeo:bandedness|per_task,per_task,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,2,1,1,0.5,0.14285714285714285,0.7817610062893081,0.6395816572807724
tokgeo:bandedness|per_task,per_task,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,14,5,9,0.35714285714285715,1.0,0.16958024585254358,2.1060404491535314
tokgeo:bandedness|per_task,per_task,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,5,3,2,0.6,0.75,0.39268790566953204,1.5279309378703712
tokgeo:bandedness|per_task,per_task,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,10,7,3,0.7,1.0,0.399315713746322,1.7529988825951817
tokgeo:bandedness|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,2,0,2,0.0,0.0,0.05285368375552954,0.0
tokgeo:bandedness|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,2,2,0,1.0,0.6666666666666666,0.9523809523809523,1.05
tokgeo:bandedness|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,400,14,0,0,0,,0.0,,
tokgeo:bandedness|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,400,3,1,1,0,1.0,0.3333333333333333,0.9859154929577465,1.0142857142857142
tokgeo:bandedness|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,400,24,11,10,1,0.9090909090909091,0.4166666666666667,0.9699192419515733,0.9372851571247606
tokgeo:bandedness|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate,400,8,1,1,0,1.0,0.125,0.8536585365853658,1.1714285714285715
tokgeo:bandedness|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,400,13,15,13,2,0.8666666666666667,1.0,0.4530219671776682,1.9130786793099892
tokgeo:bandedness|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,400,12,7,7,0,1.0,0.5833333333333334,0.9592231507451529,1.042510284726938
tokgeo:bandedness|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,400,41,1,1,0,1.0,0.024390243902439025,0.9859154929577465,1.0142857142857142
tokgeo:bandedness|per_task,per_task,libero_spatial,libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,400,21,9,6,3,0.6666666666666666,0.2857142857142857,0.6719568512799114,0.9921271959603235
tokgeo:bandedness|global,global,libero_goal,libero_goal/open_the_middle_drawer_of_the_cabinet,400,0,0,0,0,,,,
tokgeo:bandedness|global,global,libero_goal,libero_goal/open_the_top_drawer_and_put_the_bowl_inside,400,51,2,0,2,0.0,0.0,0.48341442452974037,0.0
tokgeo:bandedness|global,global,libero_goal,libero_goal/push_the_plate_to_the_front_of_the_stove,400,1,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_goal,libero_goal/put_the_bowl_on_the_plate,400,18,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_goal,libero_goal/put_the_bowl_on_the_stove,400,9,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_goal,libero_goal/put_the_bowl_on_top_of_the_cabinet,400,16,1,0,1,0.0,0.0,0.027340727366520507,0.0
tokgeo:bandedness|global,global,libero_goal,libero_goal/put_the_cream_cheese_in_the_bowl,400,9,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_the_rack,400,1,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_goal,libero_goal/put_the_wine_bottle_on_top_of_the_cabinet,400,1,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_goal,libero_goal/turn_on_the_stove,400,0,0,0,0,,,,
tokgeo:bandedness|global,global,libero_long,libero_long/KITCHEN_SCENE3_turn_on_the_stove_and_put_the_moka_pot_on_it,400,4,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_long,libero_long/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it,400,1,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_long,libero_long/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it,400,1,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_long,libero_long/KITCHEN_SCENE8_put_both_moka_pots_on_the_stove,400,151,6,3,3,0.5,0.019867549668874173,0.7184946578662418,0.6958993981735105
tokgeo:bandedness|global,global,libero_long,libero_long/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket,400,30,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_alphabet_soup_and_the_tomato_sauce_in_the_basket,400,10,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_long,libero_long/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket,400,4,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_long,libero_long/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate,400,20,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_long,libero_long/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate,400,47,1,0,1,0.0,0.0,0.0685,0.0
tokgeo:bandedness|global,global,libero_long,libero_long/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,400,6,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_object,libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket,400,3,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_object,libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket,400,10,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_object,libero_object/pick_up_the_butter_and_place_it_in_the_basket,400,0,0,0,0,,,,
tokgeo:bandedness|global,global,libero_object,libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_object,libero_object/pick_up_the_ketchup_and_place_it_in_the_basket,400,1,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_object,libero_object/pick_up_the_milk_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_object,libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket,400,5,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_object,libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket,400,4,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_object,libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket,400,7,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate,400,1,0,0,0,,0.0,,
tokgeo:bandedness|global,global,libero_spatial,libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,400,3,0,0,0,,0.0,,
